week,trendvalue,term,nation
3/7/2021,79,anxiety,Italy
9/19/2021,79,anxiety,Italy
2/2/2020,79,depression,New Zealand
1/13/2019,79,anxiety,New Zealand
5/17/2020,79,anxiety,New Zealand
3/28/2021,79,anxiety,New Zealand
7/18/2021,79,anxiety,New Zealand
7/19/2020,79,insomnia,New Zealand
3/24/2019,79,therapy,New Zealand
5/19/2019,79,therapy,New Zealand
9/1/2019,79,therapy,New Zealand
2/7/2021,79,therapy,New Zealand
9/5/2021,79,therapy,New Zealand
5/3/2020,79,ocd,United States
6/9/2019,79,depression,United States
7/21/2019,79,depression,United States
5/3/2020,79,depression,United States
5/10/2020,79,depression,United States
9/6/2020,79,depression,United States
10/25/2020,79,depression,United States
2/21/2021,79,depression,United States
3/7/2021,79,depression,United States
4/28/2019,79,insomnia,United States
2/16/2020,79,insomnia,United States
3/1/2020,79,insomnia,United States
5/3/2020,79,insomnia,United States
8/9/2020,79,insomnia,United States
8/16/2020,79,insomnia,United States
8/29/2021,79,insomnia,United States
1/10/2021,79,anxiety,Mexico
4/25/2021,79,anxiety,Mexico
8/1/2021,79,anxiety,Mexico
2/3/2019,79,therapy,Mexico
2/10/2019,79,therapy,Mexico
3/22/2020,78,ocd,India
5/10/2020,78,ocd,India
11/22/2020,78,ocd,India
4/26/2020,78,insomnia,India
6/6/2021,78,insomnia,India
6/28/2020,78,therapy,India
7/12/2020,78,therapy,India
8/23/2020,78,therapy,India
9/20/2020,78,therapy,India
2/21/2021,78,therapy,India
2/28/2021,78,therapy,India
6/23/2019,78,ocd,Brazil
7/28/2019,78,ocd,Brazil
4/5/2020,78,anxiety,Brazil
4/19/2020,78,anxiety,Brazil
7/5/2020,78,anxiety,Brazil
8/23/2020,78,anxiety,Brazil
8/30/2020,78,anxiety,Brazil
9/13/2020,78,anxiety,Brazil
11/8/2020,78,anxiety,Brazil
2/21/2021,78,anxiety,Brazil
7/18/2021,78,anxiety,Brazil
8/29/2021,78,anxiety,Brazil
8/2/2020,78,insomnia,Brazil
8/9/2020,78,insomnia,Brazil
3/28/2021,78,insomnia,Brazil
5/30/2021,78,insomnia,Brazil
7/21/2019,78,therapy,Brazil
12/8/2019,78,therapy,Brazil
8/2/2020,78,therapy,Brazil
1/10/2021,78,therapy,Brazil
2/7/2021,78,therapy,Brazil
3/7/2021,78,therapy,Brazil
5/17/2020,78,anxiety,Italy
7/5/2020,78,anxiety,Italy
11/8/2020,78,anxiety,Italy
11/15/2020,78,anxiety,Italy
2/14/2021,78,anxiety,Italy
8/15/2021,78,anxiety,Italy
6/16/2019,78,anxiety,New Zealand
10/25/2020,78,anxiety,New Zealand
5/2/2021,78,anxiety,New Zealand
2/2/2020,78,insomnia,New Zealand
5/5/2019,78,therapy,New Zealand
7/21/2019,78,therapy,New Zealand
8/25/2019,78,therapy,New Zealand
1/19/2020,78,therapy,New Zealand
3/14/2021,78,therapy,New Zealand
7/4/2021,78,therapy,New Zealand
8/22/2021,78,therapy,New Zealand
4/26/2020,78,ocd,United States
11/29/2020,78,ocd,United States
2/7/2021,78,ocd,United States
7/14/2019,78,depression,United States
7/28/2019,78,depression,United States
11/24/2019,78,depression,United States
4/19/2020,78,depression,United States
1/17/2021,78,depression,United States
1/24/2021,78,depression,United States
2/14/2021,78,depression,United States
11/24/2019,78,anxiety,United States
12/15/2019,78,anxiety,United States
1/20/2019,78,insomnia,United States
2/3/2019,78,insomnia,United States
3/10/2019,78,insomnia,United States
3/31/2019,78,insomnia,United States
6/7/2020,78,insomnia,United States
2/7/2021,78,insomnia,United States
5/2/2021,78,insomnia,United States
7/25/2021,78,insomnia,United States
5/30/2021,78,anxiety,Mexico
6/27/2021,78,anxiety,Mexico
8/15/2021,78,anxiety,Mexico
1/13/2019,78,therapy,Mexico
5/5/2019,78,therapy,Mexico
1/26/2020,78,therapy,Mexico
11/1/2020,78,therapy,Mexico
12/6/2020,78,therapy,Mexico
2/14/2021,78,therapy,Mexico
5/30/2021,77,ocd,India
6/27/2021,77,ocd,India
4/5/2020,77,insomnia,India
5/30/2021,77,insomnia,India
5/3/2020,77,therapy,India
7/19/2020,77,therapy,India
10/4/2020,77,therapy,India
10/11/2020,77,therapy,India
11/22/2020,77,therapy,India
7/25/2021,77,therapy,India
8/8/2021,77,therapy,India
8/22/2021,77,therapy,India
4/14/2019,77,ocd,Brazil
7/19/2020,77,ocd,Brazil
8/30/2020,77,ocd,Brazil
1/3/2021,77,ocd,Brazil
1/31/2021,77,ocd,Brazil
4/25/2021,77,ocd,Brazil
6/6/2021,77,ocd,Brazil
5/31/2020,77,anxiety,Brazil
6/28/2020,77,anxiety,Brazil
9/6/2020,77,anxiety,Brazil
6/13/2021,77,anxiety,Brazil
1/13/2019,77,insomnia,Brazil
2/10/2019,77,insomnia,Brazil
1/3/2021,77,insomnia,Brazil
5/16/2021,77,insomnia,Brazil
1/13/2019,77,therapy,Brazil
7/28/2019,77,therapy,Brazil
7/19/2020,77,therapy,Brazil
12/6/2020,77,therapy,Brazil
3/3/2019,77,anxiety,Italy
7/28/2019,77,anxiety,Italy
4/12/2020,77,anxiety,Italy
5/10/2020,77,anxiety,Italy
12/13/2020,77,anxiety,Italy
1/17/2021,77,anxiety,Italy
5/23/2021,77,anxiety,Italy
3/17/2019,77,depression,New Zealand
5/12/2019,77,depression,New Zealand
6/14/2020,77,depression,New Zealand
6/28/2020,77,depression,New Zealand
4/28/2019,77,anxiety,New Zealand
12/1/2019,77,anxiety,New Zealand
9/26/2021,77,insomnia,New Zealand
6/13/2021,77,therapy,New Zealand
1/19/2020,77,ocd,United States
6/14/2020,77,ocd,United States
2/21/2021,77,ocd,United States
4/4/2021,77,ocd,United States
4/12/2020,77,depression,United States
7/19/2020,77,depression,United States
7/26/2020,77,depression,United States
8/16/2020,77,depression,United States
2/7/2021,77,depression,United States
4/11/2021,77,depression,United States
4/18/2021,77,depression,United States
6/2/2019,77,anxiety,United States
8/11/2019,77,insomnia,United States
9/1/2019,77,insomnia,United States
2/9/2020,77,insomnia,United States
7/26/2020,77,insomnia,United States
12/27/2020,77,insomnia,United States
4/18/2021,77,insomnia,United States
4/25/2021,77,insomnia,United States
9/5/2021,77,insomnia,United States
9/20/2020,77,depression,Mexico
5/3/2020,77,anxiety,Mexico
6/21/2020,77,anxiety,Mexico
10/4/2020,77,anxiety,Mexico
2/14/2021,77,anxiety,Mexico
3/7/2021,77,anxiety,Mexico
7/25/2021,77,anxiety,Mexico
10/27/2019,77,therapy,Mexico
4/5/2020,77,therapy,Mexico
12/13/2020,77,therapy,Mexico
3/29/2020,76,ocd,India
6/28/2020,76,ocd,India
3/28/2021,76,ocd,India
5/17/2020,76,insomnia,India
11/17/2019,76,therapy,India
2/2/2020,76,therapy,India
2/16/2020,76,therapy,India
3/1/2020,76,therapy,India
3/15/2020,76,therapy,India
6/21/2020,76,therapy,India
12/13/2020,76,therapy,India
2/14/2021,76,therapy,India
3/7/2021,76,therapy,India
6/20/2021,76,therapy,India
7/7/2019,76,ocd,Brazil
7/26/2020,76,anxiety,Brazil
9/27/2020,76,anxiety,Brazil
11/22/2020,76,anxiety,Brazil
12/20/2020,76,anxiety,Brazil
6/27/2021,76,anxiety,Brazil
7/4/2021,76,anxiety,Brazil
2/23/2020,76,insomnia,Brazil
3/22/2020,76,insomnia,Brazil
1/6/2019,76,therapy,Brazil
11/15/2020,76,therapy,Brazil
1/3/2021,76,therapy,Brazil
1/13/2019,76,anxiety,Italy
3/29/2020,76,anxiety,Italy
4/19/2020,76,anxiety,Italy
7/12/2020,76,anxiety,Italy
11/29/2020,76,anxiety,Italy
2/10/2019,76,anxiety,New Zealand
5/19/2019,76,anxiety,New Zealand
6/21/2020,76,anxiety,New Zealand
7/19/2020,76,anxiety,New Zealand
9/6/2020,76,anxiety,New Zealand
1/13/2019,76,therapy,New Zealand
2/17/2019,76,therapy,New Zealand
10/11/2020,76,ocd,United States
11/22/2020,76,ocd,United States
12/6/2020,76,ocd,United States
1/24/2021,76,ocd,United States
2/28/2021,76,ocd,United States
4/18/2021,76,ocd,United States
5/9/2021,76,ocd,United States
6/20/2021,76,ocd,United States
6/16/2019,76,depression,United States
6/23/2019,76,depression,United States
12/29/2019,76,depression,United States
6/14/2020,76,depression,United States
6/21/2020,76,depression,United States
7/12/2020,76,depression,United States
8/2/2020,76,depression,United States
8/30/2020,76,depression,United States
3/21/2021,76,depression,United States
8/25/2019,76,insomnia,United States
9/29/2019,76,insomnia,United States
11/10/2019,76,insomnia,United States
2/23/2020,76,insomnia,United States
9/6/2020,76,insomnia,United States
11/8/2020,76,insomnia,United States
5/16/2021,76,insomnia,United States
7/25/2021,76,therapy,Italy
6/7/2020,76,anxiety,Mexico
10/25/2020,76,anxiety,Mexico
6/13/2021,76,anxiety,Mexico
7/4/2021,76,anxiety,Mexico
1/12/2020,75,ocd,India
4/12/2020,75,ocd,India
3/10/2019,75,anxiety,India
11/24/2019,75,therapy,India
3/8/2020,75,therapy,India
3/22/2020,75,therapy,India
4/12/2020,75,therapy,India
5/17/2020,75,therapy,India
12/6/2020,75,therapy,India
1/31/2021,75,therapy,India
2/7/2021,75,therapy,India
8/15/2021,75,therapy,India
9/5/2021,75,therapy,India
5/31/2020,75,ocd,Brazil
6/13/2021,75,ocd,Brazil
3/29/2020,75,therapy,Brazil
12/13/2020,75,therapy,Brazil
8/25/2019,75,anxiety,Italy
1/5/2020,75,anxiety,Italy
9/6/2020,75,anxiety,Italy
9/13/2020,75,anxiety,Italy
6/27/2021,75,anxiety,Italy
5/26/2019,75,depression,New Zealand
4/19/2020,75,depression,New Zealand
10/4/2020,75,anxiety,New Zealand
9/5/2021,75,anxiety,New Zealand
9/26/2021,75,anxiety,New Zealand
11/10/2019,75,therapy,New Zealand
2/23/2020,75,therapy,New Zealand
10/18/2020,75,therapy,New Zealand
11/15/2020,75,therapy,New Zealand
7/11/2021,75,therapy,New Zealand
7/18/2021,75,therapy,New Zealand
2/2/2020,75,ocd,United States
2/16/2020,75,ocd,United States
2/23/2020,75,ocd,United States
3/1/2020,75,ocd,United States
11/8/2020,75,ocd,United States
9/26/2021,75,ocd,United States
7/7/2019,75,depression,United States
8/18/2019,75,depression,United States
4/5/2020,75,depression,United States
12/13/2020,75,depression,United States
9/26/2021,75,depression,United States
3/24/2019,75,insomnia,United States
9/22/2019,75,insomnia,United States
6/14/2020,75,insomnia,United States
9/27/2020,75,insomnia,United States
7/11/2021,75,insomnia,United States
4/19/2020,75,anxiety,Mexico
7/26/2020,75,anxiety,Mexico
10/11/2020,75,anxiety,Mexico
5/16/2021,75,anxiety,Mexico
9/19/2021,75,anxiety,Mexico
1/20/2019,75,therapy,Mexico
1/5/2020,75,therapy,Mexico
3/8/2020,74,ocd,India
9/20/2020,74,ocd,India
5/31/2020,74,insomnia,India
5/31/2020,74,therapy,India
11/29/2020,74,therapy,India
1/17/2021,74,therapy,India
12/8/2019,74,ocd,Brazil
12/20/2020,74,ocd,Brazil
12/27/2020,74,ocd,Brazil
1/10/2021,74,ocd,Brazil
4/11/2021,74,ocd,Brazil
8/29/2021,74,ocd,Brazil
4/12/2020,74,anxiety,Brazil
8/9/2020,74,anxiety,Brazil
10/18/2020,74,anxiety,Brazil
11/1/2020,74,anxiety,Brazil
1/19/2020,74,insomnia,Brazil
4/4/2021,74,insomnia,Brazil
4/18/2021,74,insomnia,Brazil
12/15/2019,74,therapy,Brazil
1/31/2021,74,therapy,Brazil
4/7/2019,74,anxiety,Italy
6/23/2019,74,anxiety,Italy
4/5/2020,74,anxiety,Italy
8/2/2020,74,anxiety,Italy
11/22/2020,74,anxiety,Italy
12/6/2020,74,anxiety,Italy
8/4/2019,74,anxiety,New Zealand
6/16/2019,74,therapy,New Zealand
6/21/2020,74,therapy,New Zealand
11/22/2020,74,therapy,New Zealand
12/6/2020,74,therapy,New Zealand
2/21/2021,74,therapy,New Zealand
3/10/2019,74,ocd,United States
11/10/2019,74,ocd,United States
1/5/2020,74,ocd,United States
3/8/2020,74,ocd,United States
9/20/2020,74,ocd,United States
11/15/2020,74,ocd,United States
2/14/2021,74,ocd,United States
8/8/2021,74,ocd,United States
8/15/2021,74,ocd,United States
9/5/2021,74,ocd,United States
6/2/2019,74,depression,United States
8/4/2019,74,depression,United States
8/25/2019,74,depression,United States
5/17/2020,74,depression,United States
5/24/2020,74,depression,United States
6/7/2020,74,depression,United States
7/5/2020,74,depression,United States
8/9/2020,74,depression,United States
11/22/2020,74,depression,United States
1/3/2021,74,depression,United States
4/25/2021,74,depression,United States
5/2/2021,74,depression,United States
5/16/2021,74,depression,United States
2/10/2019,74,insomnia,United States
6/16/2019,74,insomnia,United States
10/27/2019,74,insomnia,United States
11/3/2019,74,insomnia,United States
11/17/2019,74,insomnia,United States
12/8/2019,74,insomnia,United States
8/30/2020,74,insomnia,United States
2/28/2021,74,insomnia,United States
6/13/2021,74,insomnia,United States
6/27/2021,74,insomnia,United States
5/24/2020,74,anxiety,Mexico
1/6/2019,74,therapy,Mexico
12/15/2019,74,therapy,Mexico
6/13/2021,74,ocd,Italy
6/14/2020,73,ocd,India
6/13/2021,73,ocd,India
6/14/2020,73,insomnia,India
5/2/2021,73,insomnia,India
2/23/2020,73,therapy,India
5/10/2020,73,therapy,India
6/14/2020,73,therapy,India
8/2/2020,73,therapy,India
10/18/2020,73,therapy,India
10/25/2020,73,therapy,India
9/19/2021,73,therapy,India
6/30/2019,73,ocd,Brazil
11/10/2019,73,ocd,Brazil
6/21/2020,73,ocd,Brazil
1/26/2020,73,anxiety,Brazil
8/2/2020,73,anxiety,Brazil
7/12/2020,73,insomnia,Brazil
4/5/2020,73,therapy,Brazil
6/16/2019,73,anxiety,Italy
9/15/2019,73,anxiety,Italy
12/15/2019,73,anxiety,Italy
1/19/2020,73,anxiety,Italy
2/9/2020,73,anxiety,Italy
5/3/2020,73,anxiety,Italy
8/23/2020,73,anxiety,Italy
12/27/2020,73,anxiety,Italy
5/16/2021,73,anxiety,Italy
8/1/2021,73,ocd,New Zealand
1/27/2019,73,anxiety,New Zealand
2/17/2019,73,anxiety,New Zealand
2/10/2019,73,therapy,New Zealand
10/20/2019,73,therapy,New Zealand
6/7/2020,73,therapy,New Zealand
10/25/2020,73,therapy,New Zealand
4/4/2021,73,therapy,New Zealand
8/15/2021,73,therapy,New Zealand
2/10/2019,73,ocd,United States
3/24/2019,73,ocd,United States
4/14/2019,73,ocd,United States
4/28/2019,73,ocd,United States
9/22/2019,73,ocd,United States
2/9/2020,73,ocd,United States
9/27/2020,73,ocd,United States
6/28/2020,73,depression,United States
8/23/2020,73,depression,United States
3/14/2021,73,depression,United States
5/9/2021,73,depression,United States
5/30/2021,73,depression,United States
2/17/2019,73,insomnia,United States
4/21/2019,73,insomnia,United States
5/26/2019,73,insomnia,United States
8/4/2019,73,insomnia,United States
8/18/2019,73,insomnia,United States
9/15/2019,73,insomnia,United States
10/13/2019,73,insomnia,United States
5/10/2020,73,insomnia,United States
3/7/2021,73,insomnia,United States
7/18/2021,73,insomnia,United States
11/1/2020,73,therapy,Italy
7/18/2021,73,therapy,Italy
7/19/2020,73,anxiety,Mexico
11/22/2020,73,anxiety,Mexico
11/29/2020,73,anxiety,Mexico
6/6/2021,73,anxiety,Mexico
5/31/2020,73,insomnia,Mexico
4/19/2020,73,ocd,Italy
5/3/2020,73,ocd,Italy
11/24/2019,72,depression,Italy
4/4/2021,72,ocd,India
5/10/2020,72,insomnia,India
6/7/2020,72,insomnia,India
9/15/2019,72,therapy,India
9/22/2019,72,therapy,India
7/26/2020,72,therapy,India
11/8/2020,72,therapy,India
1/3/2021,72,therapy,India
8/29/2021,72,therapy,India
11/24/2019,72,ocd,Brazil
11/29/2020,72,anxiety,Brazil
1/6/2019,72,insomnia,Brazil
4/7/2019,72,insomnia,Brazil
8/25/2019,72,insomnia,Brazil
2/21/2021,72,insomnia,Brazil
8/15/2021,72,insomnia,Brazil
1/20/2019,72,anxiety,Italy
1/27/2019,72,anxiety,Italy
4/28/2019,72,anxiety,Italy
5/5/2019,72,anxiety,Italy
5/19/2019,72,anxiety,Italy
6/9/2019,72,anxiety,Italy
11/24/2019,72,anxiety,Italy
3/1/2020,72,anxiety,Italy
9/20/2020,72,anxiety,Italy
1/3/2021,72,anxiety,Italy
8/29/2021,72,anxiety,Italy
9/15/2019,72,ocd,New Zealand
5/19/2019,72,depression,New Zealand
7/12/2020,72,depression,New Zealand
4/19/2020,72,anxiety,New Zealand
9/20/2020,72,anxiety,New Zealand
5/23/2021,72,anxiety,New Zealand
5/30/2021,72,anxiety,New Zealand
7/25/2021,72,anxiety,New Zealand
1/6/2019,72,therapy,New Zealand
5/24/2020,72,therapy,New Zealand
7/5/2020,72,therapy,New Zealand
8/16/2020,72,therapy,New Zealand
8/30/2020,72,therapy,New Zealand
3/7/2021,72,therapy,New Zealand
4/18/2021,72,therapy,New Zealand
8/8/2021,72,therapy,New Zealand
1/13/2019,72,ocd,United States
4/21/2019,72,ocd,United States
5/26/2019,72,ocd,United States
9/29/2019,72,ocd,United States
10/20/2019,72,ocd,United States
1/12/2020,72,ocd,United States
7/5/2020,72,ocd,United States
7/12/2020,72,ocd,United States
7/19/2020,72,ocd,United States
8/16/2020,72,ocd,United States
9/13/2020,72,ocd,United States
10/18/2020,72,ocd,United States
1/17/2021,72,ocd,United States
3/14/2021,72,ocd,United States
8/11/2019,72,depression,United States
9/1/2019,72,depression,United States
1/10/2021,72,depression,United States
4/4/2021,72,depression,United States
9/12/2021,72,depression,United States
3/3/2019,72,insomnia,United States
7/14/2019,72,insomnia,United States
6/21/2020,72,insomnia,United States
6/28/2020,72,insomnia,United States
11/22/2020,72,insomnia,United States
12/20/2020,72,insomnia,United States
10/13/2019,72,depression,Mexico
2/16/2020,72,anxiety,Mexico
11/15/2020,72,anxiety,Mexico
12/6/2020,72,anxiety,Mexico
8/23/2020,72,therapy,Mexico
4/5/2020,71,ocd,India
5/31/2020,71,ocd,India
7/5/2020,71,ocd,India
8/23/2020,71,ocd,India
9/27/2020,71,ocd,India
4/18/2021,71,ocd,India
5/24/2020,71,insomnia,India
8/30/2020,71,insomnia,India
9/8/2019,71,therapy,India
11/3/2019,71,therapy,India
2/9/2020,71,therapy,India
8/9/2020,71,therapy,India
8/16/2020,71,therapy,India
12/20/2020,71,therapy,India
1/10/2021,71,therapy,India
5/5/2019,71,ocd,Brazil
9/8/2019,71,ocd,Brazil
4/19/2020,71,ocd,Brazil
11/22/2020,71,ocd,Brazil
1/24/2021,71,ocd,Brazil
3/21/2021,71,ocd,Brazil
5/23/2021,71,ocd,Brazil
6/27/2021,71,ocd,Brazil
8/15/2021,71,ocd,Brazil
10/20/2019,71,anxiety,Brazil
2/2/2020,71,anxiety,Brazil
3/1/2020,71,anxiety,Brazil
10/4/2020,71,anxiety,Brazil
11/15/2020,71,anxiety,Brazil
7/25/2021,71,anxiety,Brazil
8/4/2019,71,insomnia,Brazil
1/5/2020,71,insomnia,Brazil
3/1/2020,71,insomnia,Brazil
8/16/2020,71,insomnia,Brazil
3/14/2021,71,insomnia,Brazil
3/21/2021,71,insomnia,Brazil
4/25/2021,71,insomnia,Brazil
7/18/2021,71,insomnia,Brazil
2/17/2019,71,anxiety,Italy
3/17/2019,71,anxiety,Italy
6/30/2019,71,anxiety,Italy
8/4/2019,71,anxiety,Italy
12/1/2019,71,anxiety,Italy
3/22/2020,71,anxiety,Italy
7/26/2020,71,anxiety,Italy
8/16/2020,71,anxiety,Italy
6/9/2019,71,depression,New Zealand
8/4/2019,71,depression,New Zealand
8/11/2019,71,depression,New Zealand
4/18/2021,71,depression,New Zealand
6/14/2020,71,anxiety,New Zealand
9/13/2020,71,anxiety,New Zealand
8/18/2019,71,therapy,New Zealand
11/24/2019,71,therapy,New Zealand
8/2/2020,71,therapy,New Zealand
8/23/2020,71,therapy,New Zealand
9/20/2020,71,therapy,New Zealand
9/27/2020,71,therapy,New Zealand
1/24/2021,71,therapy,New Zealand
2/28/2021,71,therapy,New Zealand
2/17/2019,71,ocd,United States
3/17/2019,71,ocd,United States
5/5/2019,71,ocd,United States
7/28/2019,71,ocd,United States
10/13/2019,71,ocd,United States
11/3/2019,71,ocd,United States
1/26/2020,71,ocd,United States
4/19/2020,71,ocd,United States
6/21/2020,71,ocd,United States
4/11/2021,71,ocd,United States
7/11/2021,71,ocd,United States
6/30/2019,71,depression,United States
3/29/2020,71,depression,United States
12/27/2020,71,depression,United States
3/28/2021,71,depression,United States
4/14/2019,71,insomnia,United States
7/28/2019,71,insomnia,United States
9/8/2019,71,insomnia,United States
12/1/2019,71,insomnia,United States
12/15/2019,71,insomnia,United States
5/31/2020,71,insomnia,United States
3/1/2020,71,therapy,Italy
10/4/2020,71,depression,Mexico
11/8/2020,71,depression,Mexico
4/26/2020,71,anxiety,Mexico
11/8/2020,71,anxiety,Mexico
5/9/2021,71,anxiety,Mexico
5/23/2021,71,anxiety,Mexico
7/19/2020,71,insomnia,Mexico
12/8/2019,71,therapy,Mexico
12/20/2020,71,therapy,Mexico
12/27/2020,71,therapy,Mexico
7/19/2020,71,ocd,Italy
10/11/2020,70,ocd,India
12/27/2020,70,ocd,India
7/5/2020,70,insomnia,India
7/19/2020,70,insomnia,India
7/21/2019,70,therapy,India
8/18/2019,70,therapy,India
8/25/2019,70,therapy,India
11/10/2019,70,therapy,India
9/22/2019,70,ocd,Brazil
11/17/2019,70,ocd,Brazil
9/20/2020,70,ocd,Brazil
11/1/2020,70,ocd,Brazil
2/14/2021,70,ocd,Brazil
7/25/2021,70,ocd,Brazil
9/1/2019,70,depression,Brazil
9/15/2019,70,anxiety,Brazil
2/9/2020,70,anxiety,Brazil
8/16/2020,70,anxiety,Brazil
10/11/2020,70,anxiety,Brazil
7/4/2021,70,insomnia,Brazil
9/5/2021,70,insomnia,Brazil
6/2/2019,70,anxiety,Italy
8/11/2019,70,anxiety,Italy
9/1/2019,70,anxiety,Italy
12/8/2019,70,anxiety,Italy
6/28/2020,70,anxiety,Italy
10/25/2020,70,anxiety,Italy
11/1/2020,70,anxiety,Italy
4/7/2019,70,depression,New Zealand
6/2/2019,70,depression,New Zealand
10/20/2019,70,depression,New Zealand
2/16/2020,70,depression,New Zealand
3/8/2020,70,depression,New Zealand
5/17/2020,70,depression,New Zealand
10/11/2020,70,depression,New Zealand
4/12/2020,70,anxiety,New Zealand
7/12/2020,70,anxiety,New Zealand
11/29/2020,70,anxiety,New Zealand
1/31/2021,70,anxiety,New Zealand
3/17/2019,70,therapy,New Zealand
7/7/2019,70,therapy,New Zealand
8/4/2019,70,therapy,New Zealand
9/8/2019,70,therapy,New Zealand
12/13/2020,70,therapy,New Zealand
1/17/2021,70,therapy,New Zealand
4/25/2021,70,therapy,New Zealand
5/30/2021,70,therapy,New Zealand
1/6/2019,70,ocd,United States
1/27/2019,70,ocd,United States
10/6/2019,70,ocd,United States
6/7/2020,70,ocd,United States
10/25/2020,70,ocd,United States
1/31/2021,70,ocd,United States
5/30/2021,70,ocd,United States
6/20/2021,70,depression,United States
9/5/2021,70,depression,United States
12/22/2019,70,anxiety,United States
4/4/2021,70,insomnia,United States
5/9/2021,70,insomnia,United States
7/4/2021,70,insomnia,United States
8/22/2021,70,insomnia,United States
10/11/2020,70,therapy,Italy
3/29/2020,70,anxiety,Mexico
8/9/2020,70,anxiety,Mexico
9/20/2020,70,anxiety,Mexico
10/18/2020,70,anxiety,Mexico
4/12/2020,70,ocd,Italy
3/21/2021,70,ocd,Italy
4/11/2021,70,ocd,Italy
7/19/2020,69,ocd,India
3/14/2021,69,ocd,India
5/2/2021,69,ocd,India
6/20/2021,69,ocd,India
8/15/2021,69,ocd,India
10/6/2019,69,therapy,India
1/26/2020,69,therapy,India
11/1/2020,69,therapy,India
9/26/2021,69,therapy,India
10/6/2019,69,ocd,Brazil
3/29/2020,69,ocd,Brazil
2/21/2021,69,ocd,Brazil
5/16/2021,69,ocd,Brazil
6/20/2021,69,ocd,Brazil
4/28/2019,69,depression,Brazil
10/27/2019,69,anxiety,Brazil
11/3/2019,69,anxiety,Brazil
1/19/2020,69,anxiety,Brazil
3/8/2020,69,anxiety,Brazil
9/8/2019,69,insomnia,Brazil
1/17/2021,69,insomnia,Brazil
6/27/2021,69,insomnia,Brazil
12/29/2019,69,therapy,Brazil
2/24/2019,69,anxiety,Italy
8/18/2019,69,anxiety,Italy
10/20/2019,69,anxiety,Italy
10/27/2019,69,anxiety,Italy
10/18/2020,69,anxiety,Italy
11/15/2020,69,ocd,New Zealand
9/29/2019,69,depression,New Zealand
3/28/2021,69,depression,New Zealand
6/30/2019,69,anxiety,New Zealand
10/6/2019,69,anxiety,New Zealand
6/30/2019,69,therapy,New Zealand
9/22/2019,69,therapy,New Zealand
11/17/2019,69,therapy,New Zealand
2/9/2020,69,therapy,New Zealand
5/10/2020,69,therapy,New Zealand
12/27/2020,69,therapy,New Zealand
6/27/2021,69,therapy,New Zealand
10/27/2019,69,ocd,United States
4/12/2020,69,ocd,United States
5/31/2020,69,ocd,United States
6/28/2020,69,ocd,United States
10/4/2020,69,ocd,United States
3/21/2021,69,ocd,United States
6/6/2021,69,ocd,United States
6/13/2021,69,ocd,United States
8/22/2021,69,ocd,United States
12/22/2019,69,depression,United States
6/6/2021,69,depression,United States
7/18/2021,69,depression,United States
8/15/2021,69,depression,United States
2/24/2019,69,insomnia,United States
5/5/2019,69,insomnia,United States
6/9/2019,69,insomnia,United States
5/30/2021,69,insomnia,United States
11/24/2019,69,depression,Mexico
8/16/2020,69,anxiety,Mexico
9/13/2020,69,anxiety,Mexico
12/1/2019,69,ocd,Italy
4/5/2020,69,ocd,Italy
8/16/2020,69,ocd,Italy
2/21/2021,69,ocd,Italy
2/28/2021,69,ocd,Italy
9/12/2021,69,ocd,Italy
4/25/2021,68,insomnia,India
10/13/2019,68,therapy,India
12/27/2020,68,therapy,India
6/9/2019,68,ocd,Brazil
9/29/2019,68,ocd,Brazil
6/14/2020,68,ocd,Brazil
11/15/2020,68,ocd,Brazil
3/28/2021,68,ocd,Brazil
8/8/2021,68,ocd,Brazil
9/15/2019,68,depression,Brazil
9/22/2019,68,depression,Brazil
2/23/2020,68,anxiety,Brazil
9/13/2020,68,insomnia,Brazil
12/27/2020,68,insomnia,Brazil
1/31/2021,68,insomnia,Brazil
4/11/2021,68,insomnia,Brazil
6/13/2021,68,insomnia,Brazil
4/21/2019,68,anxiety,Italy
5/26/2019,68,anxiety,Italy
7/21/2019,68,anxiety,Italy
10/13/2019,68,anxiety,Italy
1/26/2020,68,anxiety,Italy
12/20/2020,68,anxiety,Italy
6/9/2019,68,anxiety,New Zealand
7/5/2020,68,anxiety,New Zealand
8/23/2020,68,anxiety,New Zealand
6/6/2021,68,anxiety,New Zealand
6/20/2021,68,anxiety,New Zealand
5/26/2019,68,therapy,New Zealand
2/2/2020,68,therapy,New Zealand
2/24/2019,68,ocd,United States
6/2/2019,68,ocd,United States
7/7/2019,68,ocd,United States
9/15/2019,68,ocd,United States
8/9/2020,68,ocd,United States
5/23/2021,68,ocd,United States
7/4/2021,68,ocd,United States
7/18/2021,68,ocd,United States
3/22/2020,68,depression,United States
5/23/2021,68,depression,United States
7/11/2021,68,depression,United States
7/25/2021,68,depression,United States
6/30/2019,68,insomnia,United States
3/8/2020,68,insomnia,United States
10/25/2020,68,depression,Mexico
5/17/2020,68,anxiety,Mexico
5/31/2020,68,anxiety,Mexico
4/4/2021,68,insomnia,Mexico
12/29/2019,68,therapy,Mexico
7/5/2020,68,ocd,Italy
7/25/2021,68,ocd,Italy
6/21/2020,67,ocd,India
8/16/2020,67,ocd,India
9/13/2020,67,ocd,India
3/29/2020,67,insomnia,India
9/1/2019,67,therapy,India
12/1/2019,67,therapy,India
