week,trendvalue,term,nation
11/24/2019,55,ocd,Italy
10/11/2020,55,ocd,Italy
12/20/2020,55,ocd,Italy
6/9/2019,54,depression,Italy
1/26/2020,54,depression,Italy
2/21/2021,54,depression,Italy
2/3/2019,54,ocd,India
3/17/2019,54,ocd,India
7/14/2019,54,ocd,India
1/3/2021,54,ocd,India
1/31/2021,54,ocd,India
8/9/2020,54,insomnia,India
3/14/2021,54,insomnia,India
3/21/2021,54,insomnia,India
11/8/2020,54,ocd,Brazil
10/13/2019,54,depression,Brazil
1/20/2019,54,anxiety,Brazil
7/7/2019,54,anxiety,Brazil
3/3/2019,54,insomnia,Brazil
3/24/2019,54,insomnia,Brazil
12/1/2019,54,ocd,New Zealand
9/20/2020,54,ocd,New Zealand
1/27/2019,54,depression,New Zealand
9/1/2019,54,depression,New Zealand
5/31/2020,54,depression,New Zealand
3/14/2021,54,depression,New Zealand
5/16/2021,54,depression,New Zealand
2/16/2020,54,anxiety,New Zealand
8/1/2021,54,anxiety,New Zealand
1/27/2019,54,insomnia,New Zealand
6/21/2020,54,insomnia,New Zealand
4/21/2019,54,therapy,New Zealand
2/3/2019,54,therapy,Italy
2/10/2019,54,therapy,Italy
2/24/2019,54,therapy,Italy
3/3/2019,54,therapy,Italy
5/5/2019,54,therapy,Italy
9/8/2019,54,therapy,Italy
11/10/2019,54,therapy,Italy
11/17/2019,54,therapy,Italy
2/16/2020,54,therapy,Italy
4/12/2020,54,therapy,Italy
8/16/2020,54,therapy,Italy
8/23/2020,54,therapy,Italy
1/17/2021,54,therapy,Italy
5/16/2021,54,therapy,Italy
7/11/2021,54,therapy,Italy
9/5/2021,54,therapy,Italy
6/20/2021,54,depression,Mexico
8/8/2021,54,depression,Mexico
9/12/2021,54,depression,Mexico
9/29/2019,54,anxiety,Mexico
1/3/2021,54,insomnia,Mexico
2/28/2021,54,insomnia,Mexico
8/9/2020,54,ocd,Italy
10/25/2020,54,ocd,Italy
12/27/2020,54,ocd,Italy
4/4/2021,54,ocd,Italy
1/27/2019,53,depression,Italy
6/2/2019,53,depression,Italy
6/16/2019,53,depression,Italy
7/26/2020,53,depression,Italy
8/15/2021,53,depression,Italy
3/31/2019,53,ocd,India
9/22/2019,53,ocd,India
12/29/2019,53,ocd,India
11/1/2020,53,ocd,India
11/29/2020,53,insomnia,India
1/20/2019,53,ocd,Brazil
11/10/2019,53,depression,Brazil
2/10/2019,53,anxiety,Brazil
3/31/2019,53,anxiety,Brazil
10/25/2020,53,insomnia,Brazil
3/3/2019,53,depression,New Zealand
10/13/2019,53,depression,New Zealand
12/22/2019,53,depression,New Zealand
12/29/2019,53,depression,New Zealand
4/5/2020,53,depression,New Zealand
7/19/2020,53,depression,New Zealand
3/24/2019,53,anxiety,New Zealand
7/21/2019,53,anxiety,New Zealand
12/29/2019,53,anxiety,New Zealand
5/31/2020,53,anxiety,New Zealand
2/3/2019,53,insomnia,New Zealand
12/15/2019,53,therapy,New Zealand
3/15/2020,53,ocd,United States
3/31/2019,53,therapy,Italy
7/21/2019,53,therapy,Italy
10/6/2019,53,therapy,Italy
10/27/2019,53,therapy,Italy
12/1/2019,53,therapy,Italy
2/2/2020,53,therapy,Italy
9/20/2020,53,therapy,Italy
2/7/2021,53,therapy,Italy
8/29/2021,53,therapy,Italy
8/15/2021,53,ocd,Mexico
2/10/2019,53,depression,Mexico
4/7/2019,53,depression,Mexico
5/19/2019,53,depression,Mexico
9/8/2019,53,depression,Mexico
12/15/2019,53,depression,Mexico
3/1/2020,53,depression,Mexico
4/19/2020,53,depression,Mexico
9/6/2020,53,depression,Mexico
3/28/2021,53,depression,Mexico
8/29/2021,53,depression,Mexico
9/19/2021,53,depression,Mexico
8/11/2019,53,anxiety,Mexico
12/29/2019,53,anxiety,Mexico
3/22/2020,53,insomnia,Mexico
8/30/2020,53,insomnia,Mexico
2/21/2021,53,insomnia,Mexico
1/20/2019,53,ocd,Italy
5/5/2019,53,ocd,Italy
9/6/2020,53,ocd,Italy
10/4/2020,53,ocd,Italy
1/5/2020,52,depression,Italy
8/23/2020,52,depression,Italy
7/28/2019,52,ocd,India
9/15/2019,52,insomnia,India
1/3/2021,52,insomnia,India
2/28/2021,52,insomnia,India
7/18/2021,52,insomnia,India
1/6/2019,52,ocd,Brazil
6/2/2019,52,insomnia,Brazil
12/1/2019,52,insomnia,Brazil
11/15/2020,52,insomnia,Brazil
1/19/2020,52,ocd,New Zealand
7/7/2019,52,depression,New Zealand
12/8/2019,52,depression,New Zealand
4/12/2020,52,depression,New Zealand
12/27/2020,52,depression,New Zealand
2/7/2021,52,depression,New Zealand
9/12/2021,52,depression,New Zealand
5/26/2019,52,anxiety,New Zealand
1/5/2020,52,anxiety,New Zealand
2/23/2020,52,anxiety,New Zealand
3/15/2020,52,anxiety,New Zealand
8/9/2020,52,anxiety,New Zealand
11/22/2020,52,anxiety,New Zealand
7/21/2019,52,insomnia,New Zealand
11/1/2020,52,ocd,United States
1/20/2019,52,therapy,Italy
12/15/2019,52,therapy,Italy
6/7/2020,52,therapy,Italy
7/12/2020,52,therapy,Italy
7/26/2020,52,therapy,Italy
8/9/2020,52,therapy,Italy
6/20/2021,52,therapy,Italy
2/24/2019,52,depression,Mexico
3/3/2019,52,depression,Mexico
6/14/2020,52,depression,Mexico
4/4/2021,52,depression,Mexico
7/25/2021,52,depression,Mexico
2/17/2019,52,anxiety,Mexico
5/26/2019,52,anxiety,Mexico
6/2/2019,52,anxiety,Mexico
8/4/2019,52,anxiety,Mexico
8/18/2019,52,anxiety,Mexico
8/25/2019,52,anxiety,Mexico
11/24/2019,52,anxiety,Mexico
7/28/2019,52,insomnia,Mexico
6/14/2020,52,insomnia,Mexico
9/13/2020,52,insomnia,Mexico
3/28/2021,52,insomnia,Mexico
4/25/2021,52,insomnia,Mexico
8/18/2019,52,ocd,Italy
9/8/2019,52,ocd,Italy
12/29/2019,52,ocd,Italy
1/26/2020,52,ocd,Italy
8/23/2020,52,ocd,Italy
8/15/2021,52,ocd,Italy
8/11/2019,51,depression,Italy
11/15/2020,51,depression,Italy
5/30/2021,51,depression,Italy
2/24/2019,51,ocd,India
9/8/2019,51,ocd,India
9/15/2019,51,ocd,India
8/2/2020,51,ocd,India
10/18/2020,51,ocd,India
3/31/2019,51,insomnia,India
6/30/2019,51,insomnia,India
1/26/2020,51,insomnia,India
8/2/2020,51,insomnia,India
9/20/2020,51,insomnia,India
2/7/2021,51,insomnia,India
7/11/2021,51,insomnia,India
10/11/2020,51,ocd,Brazil
6/16/2019,51,depression,Brazil
1/13/2019,51,anxiety,Brazil
7/14/2019,51,insomnia,Brazil
3/8/2020,51,insomnia,Brazil
3/15/2020,51,insomnia,Brazil
1/6/2019,51,anxiety,Italy
11/10/2019,51,ocd,New Zealand
7/14/2019,51,depression,New Zealand
5/24/2020,51,depression,New Zealand
11/22/2020,51,depression,New Zealand
4/11/2021,51,depression,New Zealand
4/14/2019,51,anxiety,New Zealand
11/10/2019,51,anxiety,New Zealand
4/18/2021,51,anxiety,New Zealand
7/26/2020,51,insomnia,New Zealand
4/28/2019,51,therapy,Italy
5/19/2019,51,therapy,Italy
6/16/2019,51,therapy,Italy
9/29/2019,51,therapy,Italy
12/8/2019,51,therapy,Italy
1/19/2020,51,therapy,Italy
5/3/2020,51,therapy,Italy
5/10/2020,51,therapy,Italy
5/31/2020,51,therapy,Italy
7/4/2021,51,therapy,Italy
3/17/2019,51,depression,Mexico
5/31/2020,51,depression,Mexico
7/18/2021,51,depression,Mexico
8/22/2021,51,depression,Mexico
3/31/2019,51,anxiety,Mexico
1/6/2019,51,ocd,Italy
12/8/2019,51,ocd,Italy
1/5/2020,51,ocd,Italy
12/6/2020,51,ocd,Italy
1/10/2021,51,ocd,Italy
2/14/2021,51,ocd,Italy
10/13/2019,50,depression,Italy
4/7/2019,50,ocd,India
7/7/2019,50,ocd,India
9/1/2019,50,ocd,India
1/26/2020,50,ocd,India
11/3/2019,50,insomnia,India
1/12/2020,50,insomnia,India
3/22/2020,50,insomnia,India
2/14/2021,50,insomnia,India
4/4/2021,50,insomnia,India
3/1/2020,50,ocd,Brazil
3/7/2021,50,ocd,Brazil
7/21/2019,50,depression,Brazil
8/30/2020,50,depression,Brazil
1/6/2019,50,anxiety,Brazil
1/27/2019,50,anxiety,Brazil
2/17/2019,50,insomnia,Brazil
3/31/2019,50,insomnia,Brazil
12/15/2019,50,insomnia,Brazil
11/29/2020,50,insomnia,Brazil
11/8/2020,50,ocd,New Zealand
8/18/2019,50,depression,New Zealand
2/23/2020,50,depression,New Zealand
3/15/2020,50,depression,New Zealand
7/5/2020,50,depression,New Zealand
1/31/2021,50,depression,New Zealand
4/4/2021,50,depression,New Zealand
3/3/2019,50,anxiety,New Zealand
6/2/2019,50,anxiety,New Zealand
12/27/2020,50,anxiety,New Zealand
1/24/2021,50,anxiety,New Zealand
2/17/2019,50,insomnia,New Zealand
7/28/2019,50,insomnia,New Zealand
4/26/2020,50,insomnia,New Zealand
9/6/2020,50,insomnia,New Zealand
1/13/2019,50,therapy,Italy
6/30/2019,50,therapy,Italy
8/4/2019,50,therapy,Italy
9/15/2019,50,therapy,Italy
1/26/2020,50,therapy,Italy
4/19/2020,50,therapy,Italy
4/26/2020,50,therapy,Italy
6/21/2020,50,therapy,Italy
6/28/2020,50,therapy,Italy
9/27/2020,50,therapy,Italy
3/29/2020,50,ocd,Mexico
4/5/2020,50,ocd,Mexico
1/13/2019,50,depression,Mexico
1/20/2019,50,depression,Mexico
4/21/2019,50,depression,Mexico
6/9/2019,50,depression,Mexico
3/29/2020,50,depression,Mexico
8/16/2020,50,depression,Mexico
12/13/2020,50,depression,Mexico
7/4/2021,50,depression,Mexico
9/5/2021,50,depression,Mexico
2/10/2019,50,anxiety,Mexico
6/23/2019,50,anxiety,Mexico
7/5/2020,50,insomnia,Mexico
9/20/2020,50,insomnia,Mexico
2/7/2021,50,insomnia,Mexico
4/18/2021,50,insomnia,Mexico
4/7/2019,50,ocd,Italy
6/2/2019,50,ocd,Italy
7/14/2019,50,ocd,Italy
1/19/2020,50,ocd,Italy
2/9/2020,50,ocd,Italy
3/29/2020,50,ocd,Italy
6/14/2020,50,ocd,Italy
11/8/2020,50,ocd,Italy
1/31/2021,50,ocd,Italy
3/14/2021,50,ocd,Italy
6/27/2021,50,ocd,Italy
2/17/2019,49,depression,Italy
2/24/2019,49,depression,Italy
9/1/2019,49,depression,Italy
10/27/2019,49,depression,Italy
12/22/2019,49,depression,Italy
1/17/2021,49,depression,Italy
1/19/2020,49,ocd,India
2/9/2020,49,ocd,India
6/9/2019,49,insomnia,India
12/1/2019,49,insomnia,India
2/16/2020,49,insomnia,India
1/24/2021,49,insomnia,India
7/25/2021,49,insomnia,India
9/19/2021,49,insomnia,India
6/2/2019,49,depression,Brazil
6/23/2019,49,depression,Brazil
11/17/2019,49,depression,Brazil
2/3/2019,49,anxiety,Brazil
8/11/2019,49,insomnia,Brazil
11/24/2019,49,insomnia,Brazil
1/10/2021,49,ocd,New Zealand
4/18/2021,49,ocd,New Zealand
4/25/2021,49,ocd,New Zealand
9/12/2021,49,ocd,New Zealand
2/10/2019,49,depression,New Zealand
2/24/2019,49,depression,New Zealand
11/3/2019,49,depression,New Zealand
5/23/2021,49,depression,New Zealand
11/17/2019,49,anxiety,New Zealand
12/8/2019,49,anxiety,New Zealand
10/18/2020,49,anxiety,New Zealand
6/27/2021,49,anxiety,New Zealand
5/26/2019,49,insomnia,New Zealand
6/2/2019,49,insomnia,New Zealand
9/15/2019,49,insomnia,New Zealand
1/5/2020,49,insomnia,New Zealand
11/22/2020,49,insomnia,New Zealand
4/4/2021,49,insomnia,New Zealand
7/18/2021,49,insomnia,New Zealand
8/22/2021,49,insomnia,New Zealand
4/14/2019,49,therapy,Italy
7/14/2019,49,therapy,Italy
9/1/2019,49,therapy,Italy
7/5/2020,49,therapy,Italy
1/10/2021,49,therapy,Italy
8/18/2019,49,depression,Mexico
9/1/2019,49,depression,Mexico
12/22/2019,49,depression,Mexico
4/5/2020,49,depression,Mexico
4/12/2020,49,depression,Mexico
6/21/2020,49,depression,Mexico
2/14/2021,49,depression,Mexico
2/3/2019,49,anxiety,Mexico
2/24/2019,49,anxiety,Mexico
5/5/2019,49,anxiety,Mexico
9/1/2019,49,anxiety,Mexico
8/11/2019,49,insomnia,Mexico
10/11/2020,49,insomnia,Mexico
10/25/2020,49,insomnia,Mexico
8/1/2021,49,insomnia,Mexico
8/22/2021,49,insomnia,Mexico
1/27/2019,49,ocd,Italy
4/14/2019,49,ocd,Italy
6/16/2019,49,ocd,Italy
11/10/2019,49,ocd,Italy
11/17/2019,49,ocd,Italy
3/22/2020,49,ocd,Italy
9/20/2020,49,ocd,Italy
6/6/2021,49,ocd,Italy
9/5/2021,49,ocd,Italy
9/19/2021,49,ocd,Italy
3/17/2019,48,depression,Italy
6/23/2019,48,ocd,India
7/21/2019,48,ocd,India
8/11/2019,48,ocd,India
12/15/2019,48,ocd,India
3/1/2020,48,ocd,India
8/22/2021,48,ocd,India
3/17/2019,48,insomnia,India
8/18/2019,48,insomnia,India
9/22/2019,48,insomnia,India
2/23/2020,48,insomnia,India
12/13/2020,48,insomnia,India
11/3/2019,48,insomnia,Brazil
12/22/2019,48,insomnia,Brazil
8/2/2020,48,ocd,New Zealand
6/20/2021,48,ocd,New Zealand
1/6/2019,48,depression,New Zealand
6/7/2020,48,depression,New Zealand
5/30/2021,48,depression,New Zealand
4/25/2021,48,anxiety,New Zealand
3/22/2020,48,therapy,New Zealand
1/6/2019,48,therapy,Italy
1/27/2019,48,therapy,Italy
8/25/2019,48,therapy,Italy
5/17/2020,48,therapy,Italy
12/13/2020,48,therapy,Italy
1/3/2021,48,therapy,Italy
6/27/2021,48,therapy,Italy
5/10/2020,48,ocd,Mexico
6/16/2019,48,depression,Mexico
7/28/2019,48,depression,Mexico
7/5/2020,48,depression,Mexico
7/19/2020,48,depression,Mexico
6/27/2021,48,depression,Mexico
1/27/2019,48,anxiety,Mexico
3/3/2019,48,anxiety,Mexico
4/21/2019,48,anxiety,Mexico
5/19/2019,48,anxiety,Mexico
7/28/2019,48,anxiety,Mexico
4/14/2019,48,insomnia,Mexico
12/29/2019,48,insomnia,Mexico
3/8/2020,48,insomnia,Mexico
5/23/2021,48,insomnia,Mexico
7/11/2021,48,insomnia,Mexico
6/9/2019,48,ocd,Italy
6/23/2019,48,ocd,Italy
7/7/2019,48,ocd,Italy
7/21/2019,48,ocd,Italy
8/4/2019,48,ocd,Italy
6/21/2020,48,ocd,Italy
8/2/2020,48,ocd,Italy
11/29/2020,48,ocd,Italy
5/26/2019,47,depression,Italy
11/3/2019,47,depression,Italy
1/19/2020,47,depression,Italy
4/14/2019,47,ocd,India
5/12/2019,47,ocd,India
12/8/2019,47,ocd,India
5/26/2019,47,insomnia,India
1/31/2021,47,insomnia,India
8/1/2021,47,insomnia,India
8/15/2021,47,insomnia,India
8/16/2020,47,ocd,Brazil
7/28/2019,47,depression,Brazil
2/24/2019,47,anxiety,Brazil
10/13/2019,47,insomnia,Brazil
11/10/2019,47,insomnia,Brazil
10/20/2019,47,ocd,New Zealand
2/21/2021,47,ocd,New Zealand
12/1/2019,47,depression,New Zealand
12/15/2019,47,depression,New Zealand
8/29/2021,47,depression,New Zealand
9/8/2019,47,insomnia,New Zealand
1/26/2020,47,insomnia,New Zealand
3/1/2020,47,insomnia,New Zealand
8/9/2020,47,insomnia,New Zealand
8/23/2020,47,insomnia,New Zealand
8/29/2021,47,insomnia,New Zealand
8/11/2019,47,therapy,Italy
11/24/2019,47,therapy,Italy
1/5/2020,47,therapy,Italy
10/20/2019,47,ocd,Mexico
5/3/2020,47,ocd,Mexico
4/11/2021,47,ocd,Mexico
7/21/2019,47,depression,Mexico
8/9/2020,47,depression,Mexico
5/12/2019,47,insomnia,Mexico
6/16/2019,47,insomnia,Mexico
11/22/2020,47,insomnia,Mexico
12/20/2020,47,insomnia,Mexico
3/3/2019,47,ocd,Italy
5/19/2019,47,ocd,Italy
11/1/2020,47,ocd,Italy
1/17/2021,47,ocd,Italy
11/10/2019,46,depression,Italy
3/1/2020,46,depression,Italy
10/4/2020,46,depression,Italy
12/27/2020,46,depression,Italy
1/3/2021,46,depression,Italy
8/4/2019,46,ocd,India
12/22/2019,46,ocd,India
5/12/2019,46,insomnia,India
10/6/2019,46,insomnia,India
10/13/2019,46,insomnia,India
11/17/2019,46,insomnia,India
12/8/2019,46,insomnia,India
11/1/2020,46,insomnia,India
11/15/2020,46,insomnia,India
11/22/2020,46,insomnia,India
12/20/2020,46,insomnia,India
8/8/2021,46,insomnia,India
9/5/2021,46,insomnia,India
9/12/2021,46,insomnia,India
8/18/2019,46,ocd,Brazil
6/9/2019,46,depression,Brazil
6/30/2019,46,depression,Brazil
1/19/2020,46,depression,Brazil
3/1/2020,46,depression,Brazil
3/8/2020,46,depression,Brazil
3/3/2019,46,anxiety,Brazil
1/20/2019,46,ocd,New Zealand
6/28/2020,46,ocd,New Zealand
3/24/2019,46,depression,New Zealand
8/8/2021,46,depression,New Zealand
9/5/2021,46,depression,New Zealand
4/21/2019,46,anxiety,New Zealand
12/22/2019,46,insomnia,New Zealand
5/24/2020,46,insomnia,New Zealand
2/28/2021,46,insomnia,New Zealand
5/24/2020,46,therapy,Italy
8/2/2020,46,therapy,Italy
12/27/2020,46,therapy,Italy
4/14/2019,46,depression,Mexico
6/30/2019,46,depression,Mexico
8/2/2020,46,depression,Mexico
8/23/2020,46,depression,Mexico
8/30/2020,46,depression,Mexico
12/27/2020,46,depression,Mexico
1/20/2019,46,anxiety,Mexico
6/16/2019,46,anxiety,Mexico
7/7/2019,46,anxiety,Mexico
7/21/2019,46,anxiety,Mexico
12/15/2019,46,anxiety,Mexico
3/14/2021,46,insomnia,Mexico
7/25/2021,46,insomnia,Mexico
2/10/2019,46,ocd,Italy
5/12/2019,46,ocd,Italy
11/3/2019,46,ocd,Italy
6/7/2020,46,ocd,Italy
1/27/2019,45,ocd,India
3/10/2019,45,ocd,India
10/20/2019,45,ocd,India
7/28/2019,45,insomnia,India
8/25/2019,45,insomnia,India
11/24/2019,45,insomnia,India
10/11/2020,45,insomnia,India
3/10/2019,45,depression,Brazil
3/24/2019,45,depression,Brazil
9/13/2020,45,depression,Brazil
9/12/2021,45,depression,Brazil
2/3/2019,45,ocd,New Zealand
1/19/2020,45,depression,New Zealand
6/6/2021,45,depression,New Zealand
7/18/2021,45,depression,New Zealand
8/1/2021,45,depression,New Zealand
8/22/2021,45,anxiety,New Zealand
4/21/2019,45,therapy,Italy
11/3/2019,45,therapy,Italy
7/19/2020,45,therapy,Italy
11/29/2020,45,therapy,Italy
4/19/2020,45,ocd,Mexico
9/13/2020,45,ocd,Mexico
7/25/2021,45,ocd,Mexico
7/7/2019,45,depression,Mexico
8/25/2019,45,depression,Mexico
12/29/2019,45,depression,Mexico
7/26/2020,45,depression,Mexico
8/1/2021,45,depression,Mexico
4/14/2019,45,anxiety,Mexico
5/12/2019,45,anxiety,Mexico
1/5/2020,45,insomnia,Mexico
9/6/2020,45,insomnia,Mexico
1/17/2021,45,insomnia,Mexico
6/13/2021,45,insomnia,Mexico
7/4/2021,45,insomnia,Mexico
6/30/2019,45,ocd,Italy
9/1/2019,45,ocd,Italy
2/16/2020,45,ocd,Italy
3/31/2019,44,depression,Italy
12/6/2020,44,depression,Italy
2/10/2019,44,ocd,India
1/6/2019,44,insomnia,India
12/6/2020,44,insomnia,India
1/17/2021,44,insomnia,India
3/17/2019,44,depression,Brazil
4/7/2019,44,depression,Brazil
7/7/2019,44,depression,Brazil
2/23/2020,44,depression,Brazil
4/7/2019,44,ocd,New Zealand
5/12/2019,44,ocd,New Zealand
5/24/2020,44,ocd,New Zealand
7/5/2020,44,ocd,New Zealand
1/13/2019,44,depression,New Zealand
2/3/2019,44,depression,New Zealand
2/3/2019,44,anxiety,New Zealand
7/28/2019,44,anxiety,New Zealand
1/12/2020,44,anxiety,New Zealand
1/20/2019,44,insomnia,New Zealand
12/20/2020,44,insomnia,New Zealand
7/28/2019,44,therapy,Italy
8/18/2019,44,therapy,Italy
12/6/2020,44,therapy,Italy
1/6/2019,44,depression,Mexico
7/14/2019,44,depression,Mexico
8/4/2019,44,depression,Mexico
8/11/2019,44,depression,Mexico
1/3/2021,44,depression,Mexico
3/17/2019,44,anxiety,Mexico
4/28/2019,44,anxiety,Mexico
6/23/2019,44,insomnia,Mexico
6/30/2019,44,insomnia,Mexico
11/29/2020,44,insomnia,Mexico
3/7/2021,44,insomnia,Mexico
3/21/2021,44,insomnia,Mexico
9/19/2021,44,insomnia,Mexico
2/17/2019,44,ocd,Italy
10/27/2019,44,ocd,Italy
2/2/2020,44,ocd,Italy
3/8/2020,44,ocd,Italy
3/15/2020,44,ocd,Italy
6/28/2020,44,ocd,Italy
4/25/2021,44,ocd,Italy
8/29/2021,44,ocd,Italy
1/6/2019,43,depression,Italy
9/8/2019,43,depression,Italy
10/20/2019,43,depression,Italy
5/3/2020,43,depression,Italy
10/25/2020,43,depression,Italy
11/22/2020,43,depression,Italy
4/28/2019,43,ocd,India
5/26/2019,43,ocd,India
3/10/2019,43,insomnia,India
3/24/2019,43,insomnia,India
12/15/2019,43,insomnia,India
12/29/2019,43,insomnia,India
11/8/2020,43,insomnia,India
12/27/2020,43,insomnia,India
8/22/2021,43,insomnia,India
2/17/2019,43,depression,Brazil
3/31/2019,43,depression,Brazil
2/9/2020,43,depression,Brazil
9/6/2020,43,depression,Brazil
9/26/2021,43,depression,Brazil
12/20/2020,43,insomnia,Brazil
5/10/2020,43,ocd,New Zealand
10/11/2020,43,ocd,New Zealand
9/5/2021,43,ocd,New Zealand
11/24/2019,43,depression,New Zealand
10/25/2020,43,depression,New Zealand
11/3/2019,43,anxiety,New Zealand
8/29/2021,43,anxiety,New Zealand
2/16/2020,43,insomnia,New Zealand
10/18/2020,43,insomnia,New Zealand
12/20/2020,43,therapy,New Zealand
12/29/2019,43,therapy,Italy
1/27/2019,43,depression,Mexico
2/3/2019,43,depression,Mexico
12/22/2019,43,anxiety,Mexico
3/31/2019,43,insomnia,Mexico
5/16/2021,43,insomnia,Mexico
9/29/2019,43,ocd,Italy
8/1/2021,43,ocd,Italy
4/28/2019,42,depression,Italy
10/6/2019,42,depression,Italy
5/31/2020,42,depression,Italy
6/21/2020,42,depression,Italy
9/13/2020,42,depression,Italy
6/16/2019,42,ocd,India
5/30/2021,42,anxiety,India
4/28/2019,42,insomnia,India
11/10/2019,42,insomnia,India
3/15/2020,42,insomnia,India
1/6/2019,42,depression,Brazil
3/3/2019,42,depression,Brazil
2/16/2020,42,depression,Brazil
9/27/2020,42,depression,Brazil
11/8/2020,42,depression,Brazil
8/18/2019,42,ocd,New Zealand
1/5/2020,42,ocd,New Zealand
2/23/2020,42,ocd,New Zealand
3/8/2020,42,ocd,New Zealand
9/13/2020,42,ocd,New Zealand
11/22/2020,42,ocd,New Zealand
1/24/2021,42,ocd,New Zealand
5/2/2021,42,ocd,New Zealand
5/9/2021,42,ocd,New Zealand
1/5/2020,42,depression,New Zealand
3/29/2020,42,depression,New Zealand
9/26/2021,42,depression,New Zealand
2/10/2019,42,insomnia,New Zealand
3/24/2019,42,insomnia,New Zealand
7/14/2019,42,insomnia,New Zealand
10/11/2020,42,insomnia,New Zealand
11/15/2020,42,insomnia,New Zealand
11/29/2020,42,insomnia,New Zealand
12/22/2019,42,therapy,Italy
5/16/2021,42,ocd,Mexico
6/13/2021,42,ocd,Mexico
7/12/2020,42,depression,Mexico
11/8/2020,42,insomnia,Mexico
1/24/2021,42,insomnia,Mexico
5/9/2021,42,insomnia,Mexico
6/6/2021,42,insomnia,Mexico
7/18/2021,42,insomnia,Mexico
9/15/2019,41,depression,Italy
9/22/2019,41,depression,Italy
7/4/2021,41,depression,Italy
7/11/2021,41,depression,Italy
8/1/2021,41,depression,Italy
1/20/2019,41,ocd,India
3/3/2019,41,ocd,India
5/19/2019,41,ocd,India
6/30/2019,41,ocd,India
5/23/2021,41,anxiety,India
2/24/2019,41,insomnia,India
7/21/2019,41,insomnia,India
9/29/2019,41,insomnia,India
10/27/2019,41,insomnia,India
10/18/2020,41,insomnia,India
1/27/2019,41,depression,Brazil
2/24/2019,41,depression,Brazil
11/24/2019,41,depression,Brazil
12/1/2019,41,depression,Brazil
12/8/2019,41,depression,Brazil
1/12/2020,41,depression,Brazil
9/20/2020,41,depression,Brazil
9/19/2021,41,depression,Brazil
8/11/2019,41,ocd,New Zealand
9/1/2019,41,ocd,New Zealand
12/22/2019,41,ocd,New Zealand
8/22/2021,41,depression,New Zealand
9/19/2021,41,depression,New Zealand
5/5/2019,41,anxiety,New Zealand
1/26/2020,41,anxiety,New Zealand
12/1/2019,41,insomnia,New Zealand
12/8/2019,41,insomnia,New Zealand
12/15/2019,41,insomnia,New Zealand
10/4/2020,41,insomnia,New Zealand
1/10/2021,41,insomnia,New Zealand
3/7/2021,41,insomnia,New Zealand
4/18/2021,41,insomnia,New Zealand
5/24/2020,41,ocd,Mexico
3/28/2021,41,ocd,Mexico
5/2/2021,41,ocd,Mexico
6/28/2020,41,depression,Mexico
1/13/2019,41,anxiety,Mexico
6/30/2019,41,anxiety,Mexico
7/14/2019,41,anxiety,Mexico
5/26/2019,41,insomnia,Mexico
7/7/2019,41,insomnia,Mexico
12/27/2020,41,insomnia,Mexico
5/2/2021,41,insomnia,Mexico
1/12/2020,41,ocd,Italy
2/23/2020,41,ocd,Italy
8/30/2020,41,ocd,Italy
2/3/2019,40,depression,Italy
2/28/2021,40,depression,Italy
4/11/2021,40,depression,Italy
5/16/2021,40,depression,Italy
6/9/2019,40,ocd,India
5/9/2021,40,anxiety,India
5/16/2021,40,anxiety,India
1/27/2019,40,insomnia,India
2/3/2019,40,insomnia,India
5/19/2019,40,insomnia,India
6/16/2019,40,insomnia,India
12/22/2019,40,insomnia,India
1/19/2020,40,insomnia,India
2/2/2020,40,insomnia,India
3/8/2020,40,insomnia,India
8/29/2021,40,insomnia,India
1/20/2019,40,depression,Brazil
12/15/2019,40,depression,Brazil
1/26/2020,40,depression,Brazil
10/11/2020,40,depression,Brazil
2/14/2021,40,depression,Brazil
4/18/2021,40,depression,Brazil
8/15/2021,40,depression,Brazil
8/22/2021,40,depression,Brazil
9/5/2021,40,depression,Brazil
8/9/2020,40,ocd,New Zealand
11/15/2020,40,depression,New Zealand
5/31/2020,40,insomnia,New Zealand
1/17/2021,40,insomnia,New Zealand
2/14/2021,40,insomnia,New Zealand
12/20/2020,40,therapy,Italy
5/5/2019,40,ocd,Mexico
4/12/2020,40,ocd,Mexico
8/16/2020,40,ocd,Mexico
1/24/2021,40,ocd,Mexico
6/6/2021,40,ocd,Mexico
6/27/2021,40,ocd,Mexico
1/5/2020,40,depression,Mexico
4/28/2019,40,insomnia,Mexico
1/26/2020,40,insomnia,Mexico
3/1/2020,40,insomnia,Mexico
6/27/2021,40,insomnia,Mexico
8/8/2021,40,insomnia,Mexico
7/28/2019,40,ocd,Italy
9/27/2020,40,ocd,Italy
7/4/2021,40,ocd,Italy
12/1/2019,39,depression,Italy
2/9/2020,39,depression,Italy
6/28/2020,39,depression,Italy
9/6/2020,39,depression,Italy
6/2/2019,39,ocd,India
4/7/2019,39,insomnia,India
6/2/2019,39,insomnia,India
7/7/2019,39,insomnia,India
8/11/2019,39,insomnia,India
9/8/2019,39,insomnia,India
9/26/2021,39,insomnia,India
12/22/2019,39,depression,Brazil
1/5/2020,39,depression,Brazil
10/4/2020,39,depression,Brazil
10/18/2020,39,depression,Brazil
11/1/2020,39,depression,Brazil
3/21/2021,39,depression,Brazil
5/16/2021,39,depression,Brazil
5/23/2021,39,depression,Brazil
