week,depression,ocd,anxiety,insomnia,therapy,nation
8/1/2021,29,5,49,11,92,United States
8/22/2021,29,6,52,11,95,United States
6/21/2020,29,4,15,4,19,India
1/13/2019,29,2,10,10,54,Brazil
1/19/2020,29,5,19,11,55,Brazil
9/8/2019,29,4,15,11,53,Russia
8/29/2021,29,5,18,7,75,Russia
10/4/2020,29,6,6,6,26,Argentina
2/3/2019,29,12,29,12,52,Spain
5/19/2019,29,2,31,22,75,Spain
9/29/2019,29,10,21,12,69,Spain
7/19/2020,29,27,18,8,39,Spain
11/1/2020,29,9,18,5,47,Spain
3/3/2019,29,5,14,5,57,Colombia
12/22/2019,29,11,34,0,75,Colombia
10/20/2019,30,12,35,6,69,Mexico
2/16/2020,30,6,30,6,92,Mexico
6/28/2020,30,15,26,19,52,Mexico
3/1/2020,30,24,14,38,73,Poland
3/15/2020,30,9,22,22,43,Poland
11/15/2020,30,14,38,24,66,Poland
12/27/2020,30,27,23,27,80,Poland
6/27/2021,30,16,27,30,50,Poland
1/13/2019,30,4,11,4,53,Ukraine
3/7/2021,30,0,16,10,30,Ukraine
2/3/2019,30,5,25,7,48,Malaysia
1/31/2021,30,6,24,12,29,Malaysia
2/14/2021,30,7,52,14,40,Malaysia
3/7/2021,30,8,41,8,41,Malaysia
3/28/2021,30,4,49,9,34,Malaysia
4/25/2021,30,9,45,13,46,Malaysia
5/30/2021,30,8,43,8,40,Malaysia
8/29/2021,30,7,37,9,29,Malaysia
4/21/2019,30,5,50,4,54,New Zealand
7/14/2019,30,4,61,9,37,New Zealand
2/9/2020,30,4,34,4,53,New Zealand
2/16/2020,30,5,48,4,43,New Zealand
3/22/2020,30,6,39,3,32,New Zealand
11/15/2020,30,8,53,8,53,New Zealand
12/20/2020,30,5,42,1,26,New Zealand
12/22/2019,30,5,38,7,65,United States
12/27/2020,30,5,47,10,70,United States
7/25/2021,30,6,52,9,90,United States
8/8/2021,30,6,50,10,92,United States
8/15/2021,30,6,52,10,95,United States
3/3/2019,30,3,19,7,77,Brazil
4/28/2019,30,5,22,2,62,Brazil
10/6/2019,30,10,31,6,50,Brazil
8/30/2020,30,6,14,15,62,Brazil
11/10/2019,30,0,10,10,44,Argentina
1/26/2020,30,14,25,11,64,Spain
10/18/2020,30,11,23,11,55,Spain
1/5/2020,30,0,45,10,100,Colombia
10/13/2019,31,24,49,51,62,Indonesia
2/17/2019,31,16,34,11,58,Mexico
3/7/2021,31,9,29,5,46,Mexico
1/27/2019,31,12,28,14,47,Poland
4/21/2019,31,20,25,41,59,Poland
1/26/2020,31,10,25,21,65,Poland
3/29/2020,31,23,26,17,70,Poland
9/6/2020,31,28,37,37,72,Poland
6/6/2021,31,36,20,24,45,Poland
9/26/2021,31,0,23,4,55,Ukraine
12/29/2019,31,3,35,10,30,Philippines
8/2/2020,31,7,37,13,31,Philippines
8/1/2021,31,4,49,15,35,Philippines
1/27/2019,31,7,31,8,47,Malaysia
5/26/2019,31,1,25,9,47,Malaysia
3/15/2020,31,10,43,11,53,Malaysia
3/29/2020,31,8,42,15,28,Malaysia
4/26/2020,31,7,27,19,44,Malaysia
5/24/2020,31,10,33,12,41,Malaysia
6/21/2020,31,12,30,4,36,Malaysia
1/17/2021,31,7,44,11,42,Malaysia
3/21/2021,31,4,45,8,44,Malaysia
4/11/2021,31,11,43,10,37,Malaysia
5/23/2021,31,7,58,12,37,Malaysia
6/13/2021,31,7,62,10,40,Malaysia
1/26/2020,31,8,43,6,45,New Zealand
6/21/2020,31,5,48,5,52,New Zealand
7/5/2020,31,6,44,7,49,New Zealand
1/31/2021,31,6,54,5,68,New Zealand
7/4/2021,31,2,38,0,60,New Zealand
8/29/2021,31,11,44,6,91,New Zealand
6/20/2021,31,7,48,11,90,United States
6/27/2021,31,5,49,11,90,United States
7/11/2021,31,6,51,10,94,United States
7/18/2021,31,6,51,11,91,United States
9/5/2021,31,6,52,12,92,United States
3/24/2019,31,4,31,0,27,Argentina
12/29/2019,31,0,23,8,100,Argentina
2/24/2019,31,4,27,12,60,Spain
8/9/2020,31,19,19,14,66,Spain
3/28/2021,31,0,27,0,18,Colombia
8/18/2019,32,11,18,2,80,Mexico
11/10/2019,32,16,44,10,63,Mexico
6/21/2020,32,22,24,13,71,Mexico
12/6/2020,32,14,30,26,68,Poland
4/12/2020,32,5,70,21,39,Philippines
7/26/2020,32,3,50,15,39,Philippines
12/20/2020,32,6,46,7,38,Philippines
12/27/2020,32,5,51,12,31,Philippines
7/11/2021,32,3,49,13,32,Philippines
7/18/2021,32,7,57,16,32,Philippines
3/24/2019,32,10,28,5,49,Malaysia
12/22/2019,32,10,40,10,56,Malaysia
9/6/2020,32,6,45,11,45,Malaysia
1/6/2019,32,1,36,1,46,New Zealand
9/29/2019,32,7,39,6,58,New Zealand
12/15/2019,32,2,47,1,39,New Zealand
2/2/2020,32,6,31,3,43,New Zealand
8/16/2020,32,5,50,5,51,New Zealand
1/3/2021,32,5,46,10,52,New Zealand
6/13/2021,32,8,48,5,49,New Zealand
7/18/2021,32,7,42,5,48,New Zealand
8/15/2021,32,1,37,6,51,New Zealand
5/23/2021,32,6,49,10,94,United States
6/6/2021,32,6,49,10,91,United States
6/13/2021,32,6,50,9,94,United States
9/15/2019,32,7,22,1,56,Brazil
6/23/2019,32,13,36,6,68,Spain
5/3/2020,32,6,20,12,50,Colombia
7/14/2019,33,30,41,53,52,Indonesia
5/5/2019,33,9,28,17,64,Mexico
9/15/2019,33,13,15,7,51,Mexico
9/22/2019,33,10,19,10,64,Mexico
11/3/2019,33,16,27,2,70,Mexico
3/22/2020,33,14,9,12,56,Mexico
3/29/2020,33,9,11,11,70,Mexico
7/26/2020,33,22,16,6,59,Mexico
5/16/2021,33,13,17,9,53,Mexico
5/30/2021,33,9,26,5,49,Mexico
8/29/2021,33,4,27,10,66,Mexico
2/2/2020,33,16,23,14,68,Poland
11/29/2020,33,24,22,31,65,Poland
6/14/2020,33,6,66,11,34,Philippines
8/15/2021,33,12,57,11,35,Philippines
4/7/2019,33,7,33,7,73,Malaysia
3/1/2020,33,6,45,10,55,Malaysia
10/4/2020,33,6,40,6,46,Malaysia
7/11/2021,33,11,71,14,33,Malaysia
7/18/2021,33,11,42,16,31,Malaysia
9/5/2021,33,6,51,10,32,Malaysia
1/20/2019,33,7,51,5,59,New Zealand
11/17/2019,33,5,45,4,37,New Zealand
11/24/2019,33,2,43,5,56,New Zealand
2/23/2020,33,5,39,1,58,New Zealand
11/29/2020,33,8,41,3,44,New Zealand
4/25/2021,33,5,52,4,50,New Zealand
6/27/2021,33,4,51,5,50,New Zealand
6/23/2019,33,6,47,8,92,United States
7/14/2019,33,6,46,9,91,United States
8/11/2019,33,5,50,10,88,United States
8/18/2019,33,5,49,9,90,United States
9/1/2019,33,6,47,9,85,United States
6/28/2020,33,6,50,9,75,United States
8/9/2020,33,6,50,10,84,United States
11/22/2020,33,6,45,9,71,United States
5/30/2021,33,6,49,9,86,United States
8/29/2021,33,5,51,11,92,United States
3/8/2020,33,9,13,10,78,Brazil
7/18/2021,33,9,70,6,60,United Kingdom
6/2/2019,33,6,15,14,83,Russia
5/2/2021,33,19,14,0,44,Argentina
6/2/2019,33,6,33,18,57,Spain
7/26/2020,33,10,14,21,51,Spain
5/16/2021,33,14,22,10,57,Spain
4/28/2019,34,17,27,10,66,Mexico
9/1/2019,34,2,17,4,59,Mexico
10/11/2020,34,5,25,12,55,Mexico
1/3/2021,34,19,47,30,94,Poland
4/28/2019,34,4,38,17,36,Philippines
12/15/2019,34,5,39,9,51,Malaysia
2/9/2020,34,2,33,10,52,Malaysia
2/16/2020,34,12,56,12,61,Malaysia
4/5/2020,34,4,38,15,43,Malaysia
8/2/2020,34,10,34,10,44,Malaysia
8/23/2020,34,5,30,10,46,Malaysia
11/1/2020,34,6,47,6,46,Malaysia
11/8/2020,34,7,36,9,48,Malaysia
2/28/2021,34,11,35,13,32,Malaysia
9/12/2021,34,2,48,5,34,Malaysia
7/21/2019,34,8,48,3,48,New Zealand
5/17/2020,34,7,48,6,59,New Zealand
7/28/2019,34,6,48,9,88,United States
8/4/2019,34,4,48,9,86,United States
5/31/2020,34,6,43,8,72,United States
6/21/2020,34,6,52,9,80,United States
7/5/2020,34,6,53,10,84,United States
7/12/2020,34,6,51,10,86,United States
8/2/2020,34,6,48,11,83,United States
8/23/2020,34,5,52,11,83,United States
8/30/2020,34,6,50,11,85,United States
11/1/2020,34,5,43,8,69,United States
1/3/2021,34,5,52,12,83,United States
4/4/2021,34,6,51,10,94,United States
5/16/2021,34,6,49,10,94,United States
9/26/2021,34,6,52,10,97,United States
3/10/2019,34,15,32,15,77,Spain
10/13/2019,34,15,21,8,64,Spain
1/10/2021,34,11,15,9,51,Spain
3/31/2019,35,7,25,14,62,Mexico
7/28/2019,35,5,25,10,73,Mexico
8/16/2020,35,15,31,15,56,Mexico
9/6/2020,35,13,28,8,70,Mexico
11/22/2020,35,11,21,5,44,Mexico
3/3/2019,35,12,23,21,95,Poland
11/3/2019,35,7,17,0,59,Ukraine
12/22/2019,35,5,33,8,26,Philippines
4/19/2020,35,9,68,21,31,Philippines
7/19/2020,35,7,61,13,33,Philippines
7/28/2019,35,8,21,8,38,Malaysia
12/8/2019,35,7,25,10,45,Malaysia
2/2/2020,35,4,37,11,36,Malaysia
8/30/2020,35,9,40,6,45,Malaysia
12/13/2020,35,16,37,4,49,Malaysia
12/27/2020,35,5,48,10,43,Malaysia
1/3/2021,35,6,48,6,41,Malaysia
2/7/2021,35,6,49,10,42,Malaysia
2/21/2021,35,11,39,12,42,Malaysia
6/20/2021,35,8,52,10,41,Malaysia
7/4/2021,35,9,53,8,32,Malaysia
8/23/2020,35,5,53,5,65,New Zealand
10/4/2020,35,8,57,2,81,New Zealand
11/8/2020,35,0,47,5,48,New Zealand
2/14/2021,35,7,46,10,100,New Zealand
4/11/2021,35,11,54,5,67,New Zealand
6/16/2019,35,6,46,8,89,United States
8/25/2019,35,5,49,10,91,United States
11/24/2019,35,6,44,7,71,United States
12/29/2019,35,5,46,8,79,United States
6/7/2020,35,6,48,9,78,United States
6/14/2020,35,6,49,9,79,United States
1/10/2021,35,6,49,11,82,United States
1/17/2021,35,6,52,11,82,United States
3/28/2021,35,5,52,12,89,United States
9/12/2021,35,7,52,12,96,United States
9/19/2021,35,9,53,11,100,United States
12/22/2019,35,8,43,4,66,Argentina
12/8/2019,35,12,25,12,69,Spain
7/11/2021,35,10,21,12,39,Spain
3/7/2021,35,4,21,0,35,Colombia
2/10/2019,36,9,27,7,69,Mexico
12/1/2019,36,17,25,8,67,Mexico
3/1/2020,36,8,32,9,60,Mexico
1/24/2021,36,24,36,34,88,Poland
3/15/2020,36,6,41,7,46,South Africa
4/26/2020,36,7,65,21,41,Philippines
6/28/2020,36,6,52,16,32,Philippines
8/9/2020,36,5,55,14,32,Philippines
9/5/2021,36,8,60,12,43,Philippines
9/12/2021,36,8,68,9,38,Philippines
3/31/2019,36,7,30,11,50,Malaysia
5/19/2019,36,6,20,13,51,Malaysia
9/1/2019,36,7,41,4,53,Malaysia
11/17/2019,36,13,35,8,52,Malaysia
2/24/2019,36,5,33,4,45,New Zealand
3/10/2019,36,5,36,2,55,New Zealand
10/18/2020,36,10,59,4,47,New Zealand
11/1/2020,36,3,38,8,45,New Zealand
4/18/2021,36,7,45,6,50,New Zealand
6/20/2021,36,5,51,2,63,New Zealand
6/2/2019,36,6,44,8,85,United States
6/9/2019,36,5,45,9,88,United States
7/7/2019,36,5,50,9,89,United States
7/21/2019,36,5,49,9,87,United States
5/24/2020,36,7,46,10,68,United States
7/19/2020,36,6,51,12,85,United States
7/26/2020,36,6,50,11,80,United States
3/14/2021,36,6,50,11,90,United States
5/2/2021,36,6,50,13,96,United States
9/8/2019,36,11,39,9,72,Brazil
8/8/2021,36,10,76,10,65,United Kingdom
10/6/2019,36,17,40,21,72,Spain
8/1/2021,36,2,25,15,71,Spain
10/13/2019,37,10,35,15,56,Mexico
1/12/2020,37,23,37,8,89,Mexico
1/10/2021,37,18,17,6,50,Mexico
3/22/2020,37,10,60,17,43,South Africa
3/15/2020,37,9,57,12,33,Philippines
7/25/2021,37,7,52,17,37,Philippines
3/3/2019,37,9,33,9,49,Malaysia
6/30/2019,37,7,32,9,60,Malaysia
3/22/2020,37,6,42,13,34,Malaysia
11/22/2020,37,21,34,12,46,Malaysia
11/29/2020,37,12,46,9,44,Malaysia
12/6/2020,37,13,42,10,32,Malaysia
6/9/2019,37,5,41,6,73,New Zealand
6/30/2019,37,6,43,5,48,New Zealand
4/26/2020,37,3,41,10,29,New Zealand
12/27/2020,37,8,50,3,29,New Zealand
5/30/2021,37,1,57,4,63,New Zealand
9/6/2020,37,5,49,11,82,United States
10/25/2020,37,6,49,12,86,United States
12/13/2020,37,6,49,11,82,United States
2/14/2021,37,6,50,11,84,United States
3/21/2021,37,6,53,12,88,United States
4/25/2021,37,6,51,11,96,United States
5/9/2021,37,6,50,10,95,United States
3/22/2020,37,9,77,9,49,United Kingdom
5/12/2019,37,2,17,11,63,Russia
4/25/2021,37,14,25,3,40,Argentina
6/9/2019,38,9,16,9,50,Mexico
6/23/2019,38,5,21,10,69,Mexico
10/27/2019,38,6,32,0,67,Mexico
1/12/2020,38,7,57,6,71,South Africa
12/13/2020,38,5,53,11,41,South Africa
9/26/2021,38,4,56,10,44,South Africa
4/7/2019,38,5,32,8,51,Philippines
5/3/2020,38,6,66,20,36,Philippines
6/21/2020,38,5,58,13,39,Philippines
8/29/2021,38,8,64,12,35,Philippines
1/20/2019,38,9,36,4,36,Malaysia
2/17/2019,38,6,29,9,46,Malaysia
8/11/2019,38,8,22,1,52,Malaysia
10/6/2019,38,4,33,8,43,Malaysia
12/1/2019,38,6,36,9,56,Malaysia
5/31/2020,38,9,30,9,52,Malaysia
9/20/2020,38,6,31,6,44,Malaysia
9/27/2020,38,9,37,9,42,Malaysia
4/18/2021,38,12,48,6,41,Malaysia
6/16/2019,38,5,49,5,70,New Zealand
8/11/2019,38,4,43,4,41,New Zealand
11/3/2019,38,7,55,5,41,New Zealand
11/10/2019,38,5,42,6,45,New Zealand
3/15/2020,38,5,44,8,43,New Zealand
7/12/2020,38,8,55,9,60,New Zealand
9/20/2020,38,6,51,12,84,United States
10/11/2020,38,7,51,11,86,United States
1/24/2021,38,6,54,11,90,United States
4/11/2021,38,6,53,11,94,United States
4/18/2021,38,6,54,12,96,United States
7/21/2019,38,8,65,8,56,United Kingdom
6/27/2021,38,11,82,5,68,United Kingdom
8/15/2021,38,11,81,10,61,United Kingdom
8/22/2021,38,9,81,9,60,United Kingdom
6/16/2019,38,8,33,6,65,Spain
6/30/2019,38,4,27,13,38,Spain
7/14/2019,38,15,30,17,62,Spain
11/3/2019,38,11,36,13,82,Spain
11/8/2020,39,5,65,12,47,South Africa
9/19/2021,39,8,52,16,50,South Africa
9/1/2019,39,12,4,12,47,Ukraine
3/31/2019,39,3,35,7,39,Philippines
5/5/2019,39,4,30,9,41,Philippines
6/9/2019,39,6,40,7,41,Philippines
6/30/2019,39,5,45,8,41,Philippines
7/5/2020,39,6,51,12,42,Philippines
1/3/2021,39,4,62,9,39,Philippines
9/26/2021,39,5,55,11,38,Philippines
2/10/2019,39,8,42,11,48,Malaysia
4/12/2020,39,8,35,16,49,Malaysia
7/5/2020,39,6,44,15,42,Malaysia
7/26/2020,39,20,33,8,36,Malaysia
4/28/2019,39,3,59,4,60,New Zealand
5/19/2019,39,9,42,2,50,New Zealand
5/26/2019,39,7,51,2,41,New Zealand
8/18/2019,39,10,46,6,48,New Zealand
6/28/2020,39,6,55,7,62,New Zealand
3/14/2021,39,13,67,5,39,New Zealand
5/9/2021,39,6,69,7,70,New Zealand
6/6/2021,39,5,62,2,52,New Zealand
5/26/2019,39,6,45,8,81,United States
12/15/2019,39,5,44,8,83,United States
8/16/2020,39,6,51,12,83,United States
9/27/2020,39,6,52,12,87,United States
10/18/2020,39,6,53,12,88,United States
11/8/2020,39,6,50,10,83,United States
1/31/2021,39,6,53,11,89,United States
2/7/2021,39,6,52,11,88,United States
3/7/2021,39,7,52,10,92,United States
7/4/2021,39,10,79,7,67,United Kingdom
7/11/2021,39,12,69,7,65,United Kingdom
9/5/2021,39,12,87,10,71,United Kingdom
9/26/2021,39,10,74,7,71,United Kingdom
5/12/2019,39,8,21,16,80,Spain
5/19/2019,40,11,25,2,54,Mexico
6/6/2021,40,7,27,18,77,Mexico
7/12/2020,40,8,65,14,54,South Africa
6/16/2019,40,4,38,6,39,Philippines
7/7/2019,40,3,50,10,43,Philippines
8/30/2020,40,6,55,7,41,Philippines
9/27/2020,40,5,64,10,44,Philippines
1/17/2021,40,5,53,12,38,Philippines
9/19/2021,40,6,73,10,34,Philippines
6/9/2019,40,3,22,9,53,Malaysia
8/18/2019,40,7,100,17,49,Malaysia
8/25/2019,40,3,55,12,43,Malaysia
11/24/2019,40,6,43,10,49,Malaysia
7/19/2020,40,9,32,9,54,Malaysia
5/10/2020,40,10,49,4,42,New Zealand
9/6/2020,40,4,58,9,57,New Zealand
3/28/2021,40,12,48,6,42,New Zealand
9/8/2019,40,5,49,9,95,United States
9/22/2019,40,6,49,9,94,United States
1/5/2020,40,5,49,9,92,United States
5/17/2020,40,7,46,10,73,United States
9/13/2020,40,6,51,12,85,United States
10/4/2020,40,6,51,11,88,United States
11/29/2020,40,7,51,10,85,United States
12/6/2020,40,6,52,10,84,United States
2/21/2021,40,7,52,11,90,United States
2/28/2021,40,6,54,10,93,United States
12/20/2020,40,9,70,9,50,United Kingdom
9/19/2021,40,9,84,10,67,United Kingdom
7/28/2019,40,7,20,13,53,Spain
12/29/2019,40,2,15,10,71,Spain
1/5/2020,40,19,17,10,96,Spain
2/2/2020,40,4,12,4,48,Colombia
10/6/2019,41,8,25,10,62,Mexico
8/1/2021,41,8,79,11,60,South Africa
10/4/2020,41,5,70,7,37,Philippines
9/8/2019,41,6,36,5,50,Malaysia
9/29/2019,41,8,51,6,43,Malaysia
6/14/2020,41,7,38,7,49,Malaysia
7/12/2020,41,6,35,13,36,Malaysia
9/13/2020,41,5,27,15,53,Malaysia
3/31/2019,41,9,45,6,54,New Zealand
6/23/2019,41,9,42,5,49,New Zealand
7/7/2019,41,5,41,5,35,New Zealand
5/24/2020,41,6,42,5,52,New Zealand
5/31/2020,41,7,62,11,40,New Zealand
7/26/2020,41,5,55,4,41,New Zealand
3/7/2021,41,10,59,6,47,New Zealand
5/23/2021,41,5,39,7,74,New Zealand
5/19/2019,41,6,47,7,89,United States
9/15/2019,41,6,48,10,93,United States
1/12/2020,41,6,49,9,98,United States
1/19/2020,41,6,48,10,97,United States
8/1/2021,41,12,77,9,68,United Kingdom
2/16/2020,41,7,18,18,100,Spain
9/5/2021,42,7,53,11,53,South Africa
12/15/2019,42,3,36,6,34,Philippines
8/23/2020,42,6,58,13,34,Philippines
1/10/2021,42,6,56,8,32,Philippines
2/7/2021,42,6,53,8,41,Philippines
4/21/2019,42,9,17,6,51,Malaysia
6/6/2021,42,9,50,19,33,Malaysia
5/5/2019,42,1,58,4,53,New Zealand
9/1/2019,42,6,44,5,68,New Zealand
5/3/2020,42,5,49,4,29,New Zealand
9/29/2019,42,7,50,9,96,United States
10/6/2019,42,6,49,10,93,United States
10/13/2019,42,6,50,10,96,United States
10/27/2019,42,6,48,8,93,United States
7/5/2020,42,10,75,7,63,United Kingdom
9/6/2020,42,11,82,8,74,United Kingdom
2/17/2019,42,8,15,19,50,Spain
2/10/2019,43,9,39,15,52,South Africa
2/24/2019,43,10,42,10,54,South Africa
11/24/2019,43,6,89,11,47,South Africa
3/24/2019,43,3,39,5,42,Philippines
8/11/2019,43,5,39,9,51,Philippines
6/7/2020,43,5,58,15,32,Philippines
7/12/2020,43,5,62,13,34,Philippines
1/31/2021,43,6,64,11,39,Philippines
7/4/2021,43,5,55,15,35,Philippines
3/10/2019,43,9,22,5,57,Malaysia
6/16/2019,43,7,36,7,52,Malaysia
8/9/2020,43,11,47,6,46,Malaysia
8/16/2020,43,11,51,15,42,Malaysia
3/3/2019,43,6,35,8,52,New Zealand
7/28/2019,43,6,43,1,50,New Zealand
4/12/2020,43,10,37,2,35,New Zealand
7/19/2020,43,3,48,10,54,New Zealand
8/2/2020,43,9,54,5,62,New Zealand
1/6/2019,43,6,51,9,88,United States
2/2/2020,43,6,49,9,93,United States
11/15/2020,43,6,53,10,87,United States
8/18/2019,43,8,71,10,57,United Kingdom
5/31/2020,43,13,71,7,59,United Kingdom
3/28/2021,43,11,84,8,61,United Kingdom
5/30/2021,43,12,74,8,71,United Kingdom
1/13/2019,43,6,20,10,67,Spain
4/7/2019,43,2,30,10,63,Spain
3/29/2020,43,3,10,3,80,Colombia
5/2/2021,44,9,55,13,41,South Africa
9/12/2021,44,4,50,16,59,South Africa
10/6/2019,44,4,11,4,44,Ukraine
8/4/2019,44,5,46,7,48,Philippines
10/27/2019,44,5,38,10,47,Philippines
5/10/2020,44,9,60,16,34,Philippines
9/20/2020,44,4,72,11,42,Philippines
11/15/2020,44,3,54,5,36,Philippines
1/13/2019,44,4,33,4,42,Malaysia
6/23/2019,44,7,27,12,44,Malaysia
7/7/2019,44,6,22,7,57,Malaysia
12/29/2019,44,6,34,5,56,Malaysia
3/8/2020,44,13,42,3,51,Malaysia
6/27/2021,44,6,41,8,36,Malaysia
8/25/2019,44,12,58,7,48,New Zealand
10/13/2019,44,10,52,5,55,New Zealand
9/5/2021,44,10,48,1,82,New Zealand
1/20/2019,44,5,50,9,94,United States
4/14/2019,44,6,48,9,93,United States
5/5/2019,44,6,47,8,89,United States
10/20/2019,44,7,52,10,95,United States
1/26/2020,44,6,50,9,96,United States
3/8/2020,44,6,46,8,85,United States
3/29/2020,44,9,79,10,51,United Kingdom
4/5/2020,44,9,75,12,50,United Kingdom
7/26/2020,44,10,78,10,66,United Kingdom
8/23/2020,44,11,79,9,67,United Kingdom
1/31/2021,44,11,91,11,72,United Kingdom
4/4/2021,44,12,85,9,61,United Kingdom
6/13/2021,44,12,75,8,78,United Kingdom
8/29/2021,44,10,82,9,54,United Kingdom
4/28/2019,44,15,29,12,96,Spain
12/22/2019,44,2,13,17,82,Spain
8/2/2020,45,4,50,11,56,South Africa
6/23/2019,45,4,42,8,49,Philippines
9/6/2020,45,4,70,11,42,Philippines
12/13/2020,45,4,62,11,45,Philippines
5/12/2019,45,6,25,11,58,Malaysia
10/18/2020,45,9,48,6,43,Malaysia
3/17/2019,45,5,42,4,59,New Zealand
3/8/2020,45,6,44,3,51,New Zealand
4/21/2019,45,6,49,9,93,United States
2/16/2020,45,6,51,9,100,United States
5/10/2020,45,6,46,10,68,United States
8/25/2019,45,8,80,8,59,United Kingdom
3/15/2020,45,8,76,7,55,United Kingdom
7/12/2020,45,11,76,8,75,United Kingdom
12/13/2020,45,12,83,10,69,United Kingdom
6/6/2021,45,13,85,5,72,United Kingdom
7/25/2021,45,11,76,7,63,United Kingdom
8/25/2019,45,12,21,6,62,Spain
3/10/2019,46,5,18,2,41,Mexico
4/21/2019,46,5,13,3,64,Mexico
12/8/2019,46,6,33,10,37,South Africa
12/6/2020,46,9,62,10,46,South Africa
7/4/2021,46,13,53,10,53,South Africa
1/6/2019,46,3,38,12,39,Philippines
7/14/2019,46,5,42,12,41,Philippines
3/29/2020,46,17,67,27,30,Philippines
4/5/2020,46,4,56,25,35,Philippines
5/24/2020,46,9,79,18,41,Philippines
11/1/2020,46,6,62,12,30,Philippines
3/14/2021,46,5,65,8,44,Philippines
4/14/2019,46,9,24,7,50,Malaysia
1/12/2020,46,4,51,10,47,Malaysia
2/23/2020,46,8,39,11,56,Malaysia
3/29/2020,46,5,35,6,38,New Zealand
4/19/2020,46,7,45,5,37,New Zealand
6/14/2020,46,6,51,6,53,New Zealand
4/4/2021,46,2,67,5,71,New Zealand
5/2/2021,46,9,53,10,68,New Zealand
4/28/2019,46,7,49,8,95,United States
11/10/2019,46,6,50,9,94,United States
11/17/2019,46,7,52,8,94,United States
12/1/2019,46,7,47,9,90,United States
2/9/2020,46,6,49,11,97,United States
4/12/2020,46,6,44,9,66,United States
6/23/2019,46,8,70,9,64,United Kingdom
7/28/2019,46,8,75,10,65,United Kingdom
12/22/2019,46,7,66,8,59,United Kingdom
1/26/2020,46,9,80,9,80,United Kingdom
5/17/2020,46,14,76,9,64,United Kingdom
5/24/2020,46,14,67,7,55,United Kingdom
8/2/2020,46,10,78,10,68,United Kingdom
10/11/2020,46,10,84,7,70,United Kingdom
11/15/2020,46,12,79,11,70,United Kingdom
11/22/2020,46,11,77,10,71,United Kingdom
1/3/2021,46,12,82,13,68,United Kingdom
4/11/2021,46,13,87,8,70,United Kingdom
9/12/2021,46,10,87,7,73,United Kingdom
12/1/2019,47,2,69,13,49,South Africa
8/16/2020,47,4,52,14,49,South Africa
1/10/2021,47,7,69,15,50,South Africa
1/5/2020,47,3,36,12,39,Philippines
11/8/2020,47,5,63,10,33,Philippines
3/7/2021,47,4,63,7,34,Philippines
6/27/2021,47,7,51,10,37,Philippines
5/5/2019,47,4,30,11,54,Malaysia
7/21/2019,47,13,36,11,61,Malaysia
4/7/2019,47,6,45,4,47,New Zealand
9/22/2019,47,9,46,4,43,New Zealand
9/20/2020,47,11,55,5,59,New Zealand
1/13/2019,47,5,46,9,91,United States
1/27/2019,47,6,50,9,92,United States
2/17/2019,47,6,51,9,94,United States
3/24/2019,47,7,51,8,94,United States
4/7/2019,47,6,49,9,90,United States
5/12/2019,47,6,45,8,89,United States
11/3/2019,47,6,50,8,92,United States
3/29/2020,47,6,50,9,65,United States
4/19/2020,47,6,45,11,72,United States
6/7/2020,47,9,74,10,61,United Kingdom
6/21/2020,47,12,73,11,64,United Kingdom
7/19/2020,47,12,85,9,67,United Kingdom
8/30/2020,47,12,86,9,74,United Kingdom
9/20/2020,47,8,78,8,73,United Kingdom
10/25/2020,47,8,78,9,68,United Kingdom
2/7/2021,47,13,82,9,65,United Kingdom
4/25/2021,47,12,90,6,80,United Kingdom
5/26/2019,48,8,34,10,63,South Africa
9/29/2019,48,7,53,8,58,South Africa
11/29/2020,48,6,44,16,35,South Africa
7/11/2021,48,5,70,13,46,South Africa
8/18/2019,48,4,40,9,49,Philippines
1/24/2021,48,6,57,7,34,Philippines
6/13/2021,48,5,60,11,38,Philippines
11/15/2020,48,7,43,16,40,Malaysia
3/24/2019,48,8,55,3,53,New Zealand
9/15/2019,48,7,44,2,69,New Zealand
8/30/2020,48,9,45,7,54,New Zealand
9/13/2020,48,8,59,4,51,New Zealand
2/3/2019,48,5,52,9,95,United States
2/10/2019,48,6,50,10,91,United States
2/24/2019,48,6,52,9,91,United States
3/31/2019,48,6,51,9,93,United States
12/8/2019,48,6,48,9,90,United States
2/23/2020,48,7,51,9,96,United States
3/1/2020,48,6,49,9,95,United States
3/15/2020,48,4,44,7,71,United States
3/22/2020,48,5,50,8,68,United States
4/5/2020,48,5,48,10,63,United States
4/26/2020,48,6,48,11,71,United States
5/3/2020,48,6,46,11,73,United States
6/30/2019,48,10,69,9,60,United Kingdom
8/4/2019,48,9,76,10,64,United Kingdom
12/1/2019,48,8,72,8,68,United Kingdom
4/19/2020,48,10,65,10,61,United Kingdom
5/10/2020,48,12,68,9,61,United Kingdom
8/9/2020,48,10,71,8,65,United Kingdom
9/27/2020,48,10,78,8,69,United Kingdom
12/27/2020,48,11,71,11,55,United Kingdom
2/21/2021,48,12,92,10,63,United Kingdom
4/18/2021,48,13,97,7,74,United Kingdom
5/2/2021,48,10,83,7,81,United Kingdom
6/20/2021,48,13,81,8,71,United Kingdom
10/20/2019,48,9,30,13,67,Spain
11/10/2019,49,10,48,10,65,South Africa
12/15/2019,49,11,50,12,53,South Africa
