week,depression,ocd,anxiety,insomnia,therapy,nation
6/6/2021,11,19,17,8,36,Argentina
11/22/2020,11,7,20,13,67,Spain
12/6/2020,11,4,13,11,78,Spain
12/13/2020,11,6,19,11,73,Spain
9/27/2020,11,0,14,4,32,Colombia
2/7/2021,11,7,7,0,25,Colombia
5/23/2021,11,4,11,18,25,Colombia
5/30/2021,11,18,0,7,32,Colombia
6/6/2021,11,0,4,8,31,Colombia
8/8/2021,11,4,27,8,80,Colombia
3/3/2019,11,2,10,5,43,Italy
5/12/2019,11,4,12,4,42,Italy
5/19/2019,11,3,5,3,33,Italy
8/4/2019,11,6,6,5,38,Italy
9/15/2019,11,2,6,5,34,Italy
10/13/2019,11,3,9,4,48,Italy
12/1/2019,11,5,7,3,33,Italy
12/8/2019,11,6,7,4,35,Italy
12/29/2019,11,4,9,5,42,Italy
1/5/2020,11,5,9,6,30,Italy
5/31/2020,11,14,7,2,35,Italy
8/9/2020,11,4,10,6,24,Italy
1/17/2021,11,5,5,5,44,Italy
3/14/2021,11,2,7,5,41,Italy
8/22/2021,11,10,7,7,32,Italy
3/3/2019,11,2,10,5,43,Italy
5/12/2019,11,4,12,4,42,Italy
5/19/2019,11,3,5,3,33,Italy
8/4/2019,11,6,6,5,38,Italy
9/15/2019,11,2,6,5,34,Italy
10/13/2019,11,3,9,4,48,Italy
12/1/2019,11,5,7,3,33,Italy
12/8/2019,11,6,7,4,35,Italy
12/29/2019,11,4,9,5,42,Italy
1/5/2020,11,5,9,6,30,Italy
5/31/2020,11,14,7,2,35,Italy
8/9/2020,11,4,10,6,24,Italy
1/17/2021,11,5,5,5,44,Italy
3/14/2021,11,2,7,5,41,Italy
8/22/2021,11,10,7,7,32,Italy
1/27/2019,12,36,50,51,60,Indonesia
12/22/2019,12,28,42,51,55,Indonesia
4/26/2020,12,22,57,85,51,Indonesia
10/11/2020,12,24,38,61,41,Indonesia
11/8/2020,12,22,36,49,39,Indonesia
1/17/2021,12,24,33,53,42,Indonesia
3/7/2021,12,18,50,48,43,Indonesia
6/6/2021,12,18,41,56,47,Indonesia
9/19/2021,12,14,46,49,54,Indonesia
9/8/2019,12,14,24,31,62,Poland
6/7/2020,12,22,20,42,66,Poland
2/14/2021,12,32,18,30,71,Poland
5/26/2019,12,12,20,8,69,Ukraine
6/2/2019,12,0,24,4,76,Ukraine
7/21/2019,12,4,16,16,67,Ukraine
7/28/2019,12,4,28,4,72,Ukraine
3/1/2020,12,3,3,9,47,Ukraine
3/8/2020,12,0,16,9,38,Ukraine
4/5/2020,12,0,12,9,39,Ukraine
4/26/2020,12,9,18,18,57,Ukraine
5/17/2020,12,18,9,6,36,Ukraine
7/11/2021,12,4,8,8,35,Ukraine
1/6/2019,12,3,11,2,17,India
1/20/2019,12,2,10,2,22,India
1/27/2019,12,3,13,2,18,India
2/10/2019,12,2,10,2,17,India
3/3/2019,12,2,39,3,18,India
3/24/2019,12,3,32,4,21,India
4/28/2019,12,2,7,3,17,India
5/19/2019,12,2,9,3,15,India
7/7/2019,12,3,9,3,17,India
8/25/2019,12,3,9,3,21,India
9/8/2019,12,3,12,3,20,India
12/29/2019,12,2,10,3,15,India
1/19/2020,12,3,10,2,17,India
2/23/2020,12,3,12,3,22,India
3/15/2020,12,4,11,3,16,India
10/25/2020,12,4,10,3,20,India
1/26/2020,12,11,11,4,83,Brazil
12/6/2020,12,5,16,4,60,Brazil
1/13/2019,12,7,16,12,48,Russia
1/27/2019,12,2,32,7,56,Russia
2/3/2019,12,2,14,12,40,Russia
2/24/2019,12,3,9,2,46,Russia
3/10/2019,12,4,7,9,65,Russia
12/1/2019,12,3,14,16,64,Russia
12/8/2019,12,9,14,14,52,Russia
7/26/2020,12,6,14,14,52,Russia
5/16/2021,12,2,12,6,45,Russia
11/3/2019,12,4,9,14,27,Iran
12/29/2019,12,3,7,6,30,Iran
2/16/2020,12,5,8,0,17,Iran
4/5/2020,12,7,7,12,15,Iran
4/12/2020,12,9,7,7,24,Iran
5/31/2020,12,5,3,5,15,Iran
6/28/2020,12,8,8,1,19,Iran
8/16/2020,12,5,4,1,16,Iran
8/30/2020,12,1,6,7,13,Iran
5/9/2021,12,3,5,3,19,Iran
6/27/2021,12,9,12,4,11,Iran
1/6/2019,12,8,4,4,48,Argentina
2/3/2019,12,8,8,4,46,Argentina
8/16/2020,12,9,12,3,21,Argentina
10/11/2020,12,3,12,3,43,Argentina
11/1/2020,12,6,9,0,41,Argentina
11/29/2020,12,6,3,0,38,Argentina
5/23/2021,12,6,15,9,24,Argentina
8/15/2021,12,9,15,9,43,Argentina
4/14/2019,12,0,24,18,54,Colombia
5/17/2020,12,6,15,3,37,Colombia
6/27/2021,12,16,19,4,62,Colombia
2/17/2019,12,6,7,5,38,Italy
9/29/2019,12,2,6,4,35,Italy
11/3/2019,12,4,5,3,36,Italy
11/17/2019,12,3,9,3,35,Italy
1/12/2020,12,5,10,6,39,Italy
5/10/2020,12,15,5,3,29,Italy
10/11/2020,12,5,5,3,39,Italy
11/8/2020,12,3,10,3,35,Italy
4/11/2021,12,5,10,6,36,Italy
5/9/2021,12,4,7,4,32,Italy
5/16/2021,12,5,6,5,35,Italy
5/30/2021,12,3,12,4,43,Italy
8/1/2021,12,2,10,4,25,Italy
2/17/2019,12,6,7,5,38,Italy
9/29/2019,12,2,6,4,35,Italy
11/3/2019,12,4,5,3,36,Italy
11/17/2019,12,3,9,3,35,Italy
1/12/2020,12,5,10,6,39,Italy
5/10/2020,12,15,5,3,29,Italy
10/11/2020,12,5,5,3,39,Italy
11/8/2020,12,3,10,3,35,Italy
4/11/2021,12,5,10,6,36,Italy
5/9/2021,12,4,7,4,32,Italy
5/16/2021,12,5,6,5,35,Italy
5/30/2021,12,3,12,4,43,Italy
8/1/2021,12,2,10,4,25,Italy
2/16/2020,13,23,47,45,52,Indonesia
8/16/2020,13,35,42,57,46,Indonesia
10/18/2020,13,19,45,59,59,Indonesia
11/22/2020,13,16,32,36,44,Indonesia
12/13/2020,13,26,41,56,44,Indonesia
1/31/2021,13,16,39,57,47,Indonesia
5/9/2021,13,23,42,52,40,Indonesia
6/13/2021,13,12,44,38,54,Indonesia
6/20/2021,13,16,60,49,50,Indonesia
6/27/2021,13,23,45,69,57,Indonesia
7/25/2021,13,22,47,55,44,Indonesia
5/24/2020,13,29,20,7,49,Mexico
7/14/2019,13,8,18,28,65,Poland
7/12/2020,13,24,20,37,50,Poland
8/16/2020,13,13,31,20,76,Poland
10/4/2020,13,17,25,25,74,Poland
4/28/2019,13,0,8,17,88,Ukraine
1/12/2020,13,3,19,3,51,Ukraine
9/27/2020,13,0,16,13,68,Ukraine
11/22/2020,13,0,13,3,78,Ukraine
12/13/2020,13,3,10,6,42,Ukraine
2/21/2021,13,0,16,3,33,Ukraine
3/21/2021,13,10,0,3,46,Ukraine
5/26/2019,13,2,10,3,19,India
8/4/2019,13,2,10,3,17,India
8/18/2019,13,2,11,4,18,India
9/15/2019,13,3,12,3,19,India
9/22/2019,13,4,13,3,19,India
10/6/2019,13,3,11,2,19,India
10/13/2019,13,3,11,2,18,India
10/27/2019,13,3,9,3,17,India
11/3/2019,13,3,12,3,19,India
11/10/2019,13,3,12,3,18,India
12/1/2019,13,4,11,2,20,India
12/8/2019,13,3,10,3,19,India
1/5/2020,13,5,10,3,18,India
1/26/2020,13,3,10,3,18,India
2/2/2020,13,4,11,3,19,India
3/8/2020,13,3,10,3,18,India
8/1/2021,13,3,14,3,21,India
8/22/2021,13,3,13,3,20,India
8/29/2021,13,3,14,3,20,India
9/19/2021,13,4,12,3,21,India
9/26/2021,13,3,13,3,18,India
1/20/2019,13,3,36,8,55,Brazil
8/8/2021,13,8,11,8,69,Brazil
1/6/2019,13,7,9,11,41,Russia
9/1/2019,13,6,17,8,49,Russia
1/12/2020,13,2,18,17,73,Russia
2/23/2020,13,2,15,18,76,Russia
4/26/2020,13,10,17,16,61,Russia
6/14/2020,13,5,13,9,58,Russia
7/5/2020,13,4,8,4,33,Russia
10/18/2020,13,7,17,6,51,Russia
11/1/2020,13,4,13,8,35,Russia
11/15/2020,13,2,7,7,57,Russia
11/22/2020,13,0,11,9,51,Russia
12/27/2020,13,2,11,6,45,Russia
1/10/2021,13,2,9,11,36,Russia
2/7/2021,13,2,9,9,37,Russia
3/7/2021,13,6,10,6,42,Russia
3/28/2021,13,4,8,8,40,Russia
4/11/2021,13,6,13,6,48,Russia
8/1/2021,13,2,13,11,33,Russia
9/5/2021,13,2,13,7,51,Russia
1/13/2019,13,4,2,4,29,Iran
2/24/2019,13,2,6,2,20,Iran
3/31/2019,13,4,2,11,21,Iran
5/19/2019,13,7,5,4,25,Iran
5/26/2019,13,9,2,22,31,Iran
9/13/2020,13,5,5,3,13,Iran
10/18/2020,13,4,7,2,28,Iran
11/8/2020,13,8,6,2,15,Iran
4/18/2021,13,2,9,6,14,Iran
10/6/2019,13,27,20,0,20,Argentina
11/3/2019,13,0,13,0,42,Argentina
3/22/2020,13,10,10,5,49,Argentina
4/26/2020,13,10,10,3,51,Argentina
5/17/2020,13,18,18,18,41,Argentina
6/14/2020,13,13,8,5,42,Argentina
6/28/2020,13,5,16,11,45,Argentina
1/10/2021,13,3,16,6,45,Argentina
2/21/2021,13,3,13,13,13,Argentina
7/18/2021,13,10,6,10,48,Argentina
9/5/2021,13,3,16,6,35,Argentina
7/5/2020,13,19,28,13,35,Spain
5/19/2019,13,9,22,4,54,Colombia
6/9/2019,13,0,0,0,27,Colombia
8/25/2019,13,9,4,4,44,Colombia
9/15/2019,13,4,0,4,34,Colombia
9/22/2019,13,0,26,13,43,Colombia
5/24/2020,13,10,19,13,57,Colombia
6/7/2020,13,16,6,13,53,Colombia
8/9/2020,13,3,3,3,42,Colombia
8/23/2020,13,3,13,0,33,Colombia
11/29/2020,13,0,8,8,59,Colombia
9/19/2021,13,9,26,0,40,Colombia
9/26/2021,13,4,9,9,44,Colombia
3/24/2019,13,3,4,6,41,Italy
3/31/2019,13,5,6,2,35,Italy
9/22/2019,13,2,6,8,47,Italy
4/12/2020,13,3,9,4,32,Italy
5/3/2020,13,5,7,4,33,Italy
5/17/2020,13,20,10,5,33,Italy
8/16/2020,13,4,6,10,31,Italy
11/29/2020,13,4,11,1,27,Italy
3/28/2021,13,4,7,1,30,Italy
3/24/2019,13,3,4,6,41,Italy
3/31/2019,13,5,6,2,35,Italy
9/22/2019,13,2,6,8,47,Italy
4/12/2020,13,3,9,4,32,Italy
5/3/2020,13,5,7,4,33,Italy
5/17/2020,13,20,10,5,33,Italy
8/16/2020,13,4,6,10,31,Italy
11/29/2020,13,4,11,1,27,Italy
3/28/2021,13,4,7,1,30,Italy
1/13/2019,14,31,29,35,52,Indonesia
4/7/2019,14,21,27,62,48,Indonesia
1/5/2020,14,30,37,64,58,Indonesia
8/2/2020,14,40,25,49,42,Indonesia
8/23/2020,14,21,31,49,44,Indonesia
9/6/2020,14,29,51,47,45,Indonesia
9/27/2020,14,22,42,63,44,Indonesia
10/25/2020,14,21,51,58,48,Indonesia
11/29/2020,14,18,37,42,47,Indonesia
12/6/2020,14,16,27,55,47,Indonesia
12/20/2020,14,27,36,59,42,Indonesia
1/10/2021,14,29,35,51,46,Indonesia
2/7/2021,14,21,45,54,34,Indonesia
3/21/2021,14,17,42,49,37,Indonesia
5/16/2021,14,19,51,47,51,Indonesia
8/1/2021,14,13,41,44,53,Indonesia
12/15/2019,14,14,46,5,62,Mexico
2/21/2021,14,4,19,14,51,Mexico
8/1/2021,14,6,10,4,61,Mexico
8/15/2021,14,14,14,6,67,Mexico
2/10/2019,14,19,35,26,56,Poland
5/12/2019,14,14,9,28,72,Poland
12/15/2019,14,14,25,25,77,Poland
9/5/2021,14,16,27,30,70,Poland
10/20/2019,14,7,14,11,58,Ukraine
10/27/2019,14,0,7,11,90,Ukraine
1/5/2020,14,0,14,7,41,Ukraine
3/22/2020,14,0,23,9,58,Ukraine
7/5/2020,14,0,14,3,49,Ukraine
10/20/2019,14,3,10,3,16,India
11/17/2019,14,3,14,3,21,India
11/24/2019,14,3,14,3,21,India
1/12/2020,14,4,11,3,20,India
3/1/2020,14,3,11,4,20,India
5/3/2020,14,4,16,6,20,India
11/1/2020,14,3,12,3,18,India
11/8/2020,14,4,11,2,18,India
12/27/2020,14,3,12,2,17,India
4/25/2021,14,4,17,5,23,India
7/18/2021,14,3,15,4,23,India
8/8/2021,14,3,15,4,20,India
8/15/2021,14,5,13,3,21,India
9/5/2021,14,4,13,3,19,India
4/7/2019,14,5,14,3,53,Brazil
9/29/2019,14,10,22,10,68,Brazil
11/10/2019,14,13,27,6,68,Brazil
4/5/2020,14,8,17,7,69,Brazil
5/10/2020,14,20,14,3,70,Brazil
8/23/2020,14,4,7,10,60,Brazil
1/10/2021,14,9,21,7,50,Brazil
2/21/2021,14,7,24,10,75,Brazil
7/11/2021,14,13,19,8,56,Brazil
8/22/2021,14,18,19,1,51,Brazil
2/17/2019,14,2,26,9,62,Russia
8/4/2019,14,4,8,12,41,Russia
9/29/2019,14,7,12,7,41,Russia
10/13/2019,14,4,7,7,33,Russia
12/22/2019,14,4,13,13,41,Russia
12/29/2019,14,4,17,4,56,Russia
3/22/2020,14,8,21,3,73,Russia
5/9/2021,14,6,18,4,42,Russia
5/23/2021,14,0,20,16,39,Russia
12/1/2019,14,5,10,5,21,Iran
5/5/2019,14,0,11,4,21,Argentina
6/2/2019,14,7,7,4,25,Argentina
10/13/2019,14,3,24,7,38,Argentina
12/1/2019,14,3,24,0,72,Argentina
12/15/2019,14,3,14,10,64,Argentina
8/2/2020,14,5,19,3,24,Argentina
9/6/2020,14,17,26,9,66,Argentina
9/13/2020,14,3,6,3,49,Argentina
9/27/2020,14,3,23,9,46,Argentina
3/14/2021,14,9,14,0,34,Argentina
4/11/2021,14,3,12,6,29,Argentina
5/26/2019,14,8,28,8,60,Spain
7/7/2019,14,16,31,10,49,Spain
3/22/2020,14,19,23,15,53,Spain
12/27/2020,14,6,16,8,88,Spain
5/23/2021,14,14,22,10,53,Spain
8/22/2021,14,14,34,14,70,Spain
2/24/2019,14,5,9,5,36,Colombia
5/12/2019,14,5,5,5,46,Colombia
6/2/2019,14,5,14,9,32,Colombia
8/18/2019,14,5,0,0,28,Colombia
3/15/2020,14,11,14,4,93,Colombia
9/20/2020,14,3,17,3,37,Colombia
1/3/2021,14,5,23,0,45,Colombia
4/11/2021,14,7,20,3,41,Colombia
5/9/2021,14,4,11,7,46,Colombia
1/27/2019,14,2,10,7,32,Italy
2/3/2019,14,4,4,2,49,Italy
6/16/2019,14,3,6,3,42,Italy
6/23/2019,14,2,13,5,32,Italy
8/11/2019,14,4,10,17,26,Italy
8/18/2019,14,7,7,4,37,Italy
9/1/2019,14,2,9,6,35,Italy
10/20/2019,14,4,7,5,40,Italy
4/26/2020,14,5,8,12,39,Italy
1/27/2019,14,2,10,7,32,Italy
2/3/2019,14,4,4,2,49,Italy
6/16/2019,14,3,6,3,42,Italy
6/23/2019,14,2,13,5,32,Italy
8/11/2019,14,4,10,17,26,Italy
8/18/2019,14,7,7,4,37,Italy
9/1/2019,14,2,9,6,35,Italy
10/20/2019,14,4,7,5,40,Italy
4/26/2020,14,5,8,12,39,Italy
2/24/2019,15,33,34,41,59,Indonesia
5/19/2019,15,11,40,44,64,Indonesia
10/20/2019,15,29,42,43,54,Indonesia
1/19/2020,15,23,47,52,61,Indonesia
2/9/2020,15,21,42,38,48,Indonesia
3/15/2020,15,19,48,48,50,Indonesia
4/5/2020,15,21,32,91,43,Indonesia
5/17/2020,15,18,50,69,48,Indonesia
7/19/2020,15,30,32,49,35,Indonesia
7/26/2020,15,25,36,47,39,Indonesia
9/20/2020,15,27,35,55,47,Indonesia
1/24/2021,15,23,45,48,47,Indonesia
2/14/2021,15,20,39,52,33,Indonesia
5/30/2021,15,14,48,47,52,Indonesia
7/11/2021,15,18,52,73,49,Indonesia
9/26/2021,15,16,52,35,66,Indonesia
6/13/2021,15,23,21,15,53,Mexico
9/5/2021,15,2,32,6,30,Mexico
9/12/2021,15,7,22,4,39,Mexico
6/16/2019,15,20,18,13,51,Poland
7/28/2019,15,20,23,38,35,Poland
12/22/2019,15,10,18,43,71,Poland
5/17/2020,15,44,23,31,92,Poland
8/23/2020,15,15,28,32,69,Poland
9/13/2020,15,13,18,37,72,Poland
11/8/2020,15,10,17,35,98,Poland
3/28/2021,15,33,18,20,72,Poland
4/4/2021,15,21,40,21,76,Poland
4/25/2021,15,19,48,23,81,Poland
7/18/2021,15,24,24,10,64,Poland
8/29/2021,15,22,25,32,40,Poland
3/24/2019,15,8,8,15,65,Ukraine
4/14/2019,15,0,12,12,61,Ukraine
9/29/2019,15,7,0,4,40,Ukraine
3/15/2020,15,6,18,9,45,Ukraine
4/12/2020,15,0,12,3,67,Ukraine
5/10/2020,15,9,9,15,54,Ukraine
7/4/2021,15,4,12,12,42,Ukraine
2/9/2020,15,3,10,2,21,India
2/16/2020,15,4,12,4,21,India
3/29/2020,15,4,13,5,13,India
4/26/2020,15,4,14,5,46,India
11/15/2020,15,3,12,3,20,India
12/20/2020,15,3,12,3,18,India
1/10/2021,15,4,12,3,19,India
1/17/2021,15,3,13,3,20,India
1/31/2021,15,4,13,3,21,India
2/14/2021,15,4,14,3,21,India
2/28/2021,15,3,14,4,23,India
4/11/2021,15,3,15,3,21,India
4/18/2021,15,4,15,4,21,India
7/25/2021,15,3,14,3,20,India
9/12/2021,15,4,14,3,21,India
4/14/2019,15,14,17,7,72,Brazil
11/17/2019,15,7,26,8,74,Brazil
12/1/2019,15,33,29,10,81,Brazil
8/15/2021,15,8,14,9,71,Brazil
3/31/2019,15,5,15,7,66,Russia
11/10/2019,15,5,24,3,56,Russia
3/15/2020,15,6,10,6,93,Russia
4/19/2020,15,18,18,12,72,Russia
5/3/2020,15,10,10,12,53,Russia
5/31/2020,15,19,19,10,54,Russia
8/23/2020,15,2,14,14,46,Russia
9/20/2020,15,4,13,7,55,Russia
10/11/2020,15,4,25,4,59,Russia
6/13/2021,15,2,13,17,48,Russia
7/18/2021,15,4,18,2,42,Russia
8/8/2021,15,4,22,2,35,Russia
2/10/2019,15,4,11,8,23,Argentina
3/10/2019,15,4,30,4,23,Argentina
4/7/2019,15,4,19,8,34,Argentina
8/18/2019,15,7,11,7,33,Argentina
5/3/2020,15,5,15,8,58,Argentina
6/7/2020,15,13,15,5,46,Argentina
7/4/2021,15,9,26,6,41,Argentina
8/8/2021,15,6,6,6,36,Argentina
10/27/2019,15,11,24,17,66,Spain
8/23/2020,15,12,23,14,58,Spain
10/4/2020,15,13,13,11,56,Spain
1/31/2021,15,19,17,6,56,Spain
3/7/2021,15,10,15,21,38,Spain
5/9/2021,15,17,15,13,79,Spain
6/20/2021,15,17,23,19,54,Spain
8/29/2021,15,7,24,26,48,Spain
10/25/2020,15,11,11,4,30,Colombia
11/1/2020,15,8,4,4,23,Colombia
11/8/2020,15,4,8,4,45,Colombia
7/25/2021,15,7,22,7,58,Colombia
8/22/2021,15,11,4,4,61,Colombia
1/6/2019,15,1,8,10,36,Italy
1/20/2019,15,4,9,4,38,Italy
6/30/2019,15,4,8,4,37,Italy
7/7/2019,15,9,6,4,39,Italy
9/8/2019,15,6,10,5,45,Italy
1/6/2019,15,1,8,10,36,Italy
1/20/2019,15,4,9,4,38,Italy
6/30/2019,15,4,8,4,37,Italy
7/7/2019,15,9,6,4,39,Italy
9/8/2019,15,6,10,5,45,Italy
4/28/2019,16,23,36,44,57,Indonesia
10/6/2019,16,18,66,43,63,Indonesia
11/10/2019,16,21,43,44,60,Indonesia
11/17/2019,16,21,38,45,64,Indonesia
3/8/2020,16,26,43,42,47,Indonesia
6/21/2020,16,38,31,67,47,Indonesia
6/28/2020,16,38,37,63,45,Indonesia
9/13/2020,16,32,41,46,35,Indonesia
11/1/2020,16,21,38,51,46,Indonesia
12/27/2020,16,21,37,54,35,Indonesia
3/14/2021,16,19,36,45,31,Indonesia
7/18/2021,16,20,61,62,45,Indonesia
6/16/2019,16,5,28,5,70,Mexico
8/11/2019,16,24,38,7,73,Mexico
7/19/2020,16,6,10,12,64,Mexico
6/20/2021,16,14,29,18,55,Mexico
8/8/2021,16,8,25,4,64,Mexico
9/15/2019,16,21,23,16,52,Poland
9/22/2019,16,16,14,31,66,Poland
10/27/2019,16,21,25,37,85,Poland
7/26/2020,16,13,16,27,49,Poland
8/9/2020,16,18,25,43,52,Poland
1/6/2019,16,12,24,8,67,Ukraine
4/7/2019,16,4,12,8,74,Ukraine
5/12/2019,16,4,20,20,68,Ukraine
7/7/2019,16,0,28,8,60,Ukraine
2/28/2021,16,0,13,0,46,Ukraine
4/11/2021,16,3,20,7,63,Ukraine
4/12/2020,16,4,13,6,23,India
5/10/2020,16,5,15,5,20,India
5/24/2020,16,5,14,5,19,India
5/31/2020,16,4,14,5,20,India
6/7/2020,16,4,15,4,21,India
9/20/2020,16,4,14,4,19,India
10/18/2020,16,3,11,3,17,India
12/13/2020,16,3,13,4,22,India
1/3/2021,16,3,13,3,19,India
2/7/2021,16,4,13,4,19,India
3/21/2021,16,4,14,3,22,India
3/28/2021,16,4,13,4,21,India
5/2/2021,16,4,20,4,23,India
6/6/2021,16,5,17,4,23,India
6/13/2021,16,5,16,4,24,India
6/20/2021,16,4,16,4,21,India
6/27/2021,16,4,16,3,21,India
7/4/2021,16,4,16,4,21,India
7/11/2021,16,4,15,3,22,India
7/7/2019,16,6,21,10,88,Brazil
10/13/2019,16,5,25,12,72,Brazil
7/19/2020,16,8,14,8,63,Brazil
1/31/2021,16,9,15,8,67,Brazil
4/25/2021,16,10,18,10,68,Brazil
8/29/2021,16,13,17,10,69,Brazil
1/20/2019,16,0,12,5,35,Russia
7/28/2019,16,2,10,10,87,Russia
10/27/2019,16,5,11,5,50,Russia
7/19/2020,16,2,14,12,38,Russia
8/22/2021,16,9,5,1,24,Iran
5/10/2020,16,67,13,5,44,Argentina
5/24/2020,16,24,5,8,32,Argentina
3/7/2021,16,9,16,6,47,Argentina
5/16/2021,16,3,14,8,63,Argentina
5/30/2021,16,13,27,0,61,Argentina
8/22/2021,16,6,10,6,62,Argentina
9/13/2020,16,7,29,9,65,Spain
7/25/2021,16,6,21,16,72,Spain
1/20/2019,16,0,16,0,52,Colombia
6/30/2019,16,0,5,21,21,Colombia
11/15/2020,16,8,8,4,36,Colombia
8/29/2021,16,4,16,4,44,Colombia
6/2/2019,16,3,11,7,31,Italy
7/28/2019,16,2,7,9,24,Italy
8/23/2020,16,6,16,5,31,Italy
12/13/2020,16,5,10,3,36,Italy
6/2/2019,16,3,11,7,31,Italy
7/28/2019,16,2,7,9,24,Italy
8/23/2020,16,6,16,5,31,Italy
12/13/2020,16,5,10,3,36,Italy
1/6/2019,17,31,23,47,48,Indonesia
3/3/2019,17,22,38,35,52,Indonesia
3/24/2019,17,20,33,46,64,Indonesia
4/21/2019,17,19,26,41,39,Indonesia
6/2/2019,17,11,37,56,52,Indonesia
6/30/2019,17,25,28,48,60,Indonesia
8/11/2019,17,17,31,31,58,Indonesia
12/15/2019,17,22,57,51,52,Indonesia
1/12/2020,17,25,44,53,56,Indonesia
3/22/2020,17,18,45,53,43,Indonesia
8/9/2020,17,27,30,52,38,Indonesia
8/30/2020,17,24,36,58,43,Indonesia
3/28/2021,17,14,44,46,42,Indonesia
4/4/2021,17,15,46,48,47,Indonesia
8/15/2021,17,23,56,55,53,Indonesia
8/29/2021,17,15,46,57,49,Indonesia
4/7/2019,17,12,26,7,90,Mexico
4/14/2019,17,11,34,3,85,Mexico
9/27/2020,17,5,18,2,40,Mexico
1/31/2021,17,19,22,11,54,Mexico
2/3/2019,17,21,38,28,100,Poland
11/17/2019,17,9,22,43,52,Poland
6/28/2020,17,21,25,21,59,Poland
10/25/2020,17,21,19,33,79,Poland
4/21/2019,17,13,29,13,63,Ukraine
6/9/2019,17,0,25,12,58,Ukraine
8/18/2019,17,4,29,4,87,Ukraine
11/17/2019,17,3,24,14,45,Ukraine
11/24/2019,17,3,13,13,37,Ukraine
8/30/2020,17,3,14,3,62,Ukraine
9/6/2020,17,3,7,10,51,Ukraine
9/13/2020,17,0,17,7,60,Ukraine
5/16/2021,17,7,14,3,59,Ukraine
9/19/2021,17,10,48,9,39,Malaysia
4/19/2020,17,4,13,5,48,India
5/17/2020,17,6,15,5,20,India
8/9/2020,17,4,12,3,18,India
9/6/2020,17,4,16,4,21,India
9/27/2020,17,5,15,3,21,India
10/4/2020,17,6,13,3,20,India
10/11/2020,17,4,14,3,19,India
2/21/2021,17,4,15,4,24,India
5/9/2021,17,5,21,5,24,India
5/16/2021,17,4,21,5,27,India
5/30/2021,17,5,21,5,23,India
4/21/2019,17,6,20,5,61,Brazil
6/23/2019,17,9,14,8,75,Brazil
7/21/2019,17,6,19,17,80,Brazil
1/5/2020,17,6,24,6,56,Brazil
7/12/2020,17,2,16,6,66,Brazil
7/26/2020,17,11,22,11,70,Brazil
10/4/2020,17,15,24,7,67,Brazil
11/1/2020,17,16,28,7,92,Brazil
11/22/2020,17,9,12,6,67,Brazil
3/28/2021,17,7,18,8,57,Brazil
5/2/2021,17,9,21,11,65,Brazil
6/6/2021,17,7,14,9,77,Brazil
7/25/2021,17,9,17,4,72,Brazil
3/1/2020,17,3,18,3,78,Russia
3/29/2020,17,6,22,5,70,Russia
6/7/2020,17,13,15,6,66,Russia
9/13/2020,17,2,11,13,33,Russia
10/4/2020,17,4,11,11,51,Russia
11/29/2020,17,6,22,4,60,Russia
2/21/2021,17,8,6,10,46,Russia
5/2/2021,17,4,13,6,62,Russia
6/20/2021,17,4,11,4,46,Russia
8/11/2019,17,4,13,23,15,Iran
8/11/2019,17,13,13,7,40,Argentina
9/29/2019,17,7,17,7,27,Argentina
1/12/2020,17,7,34,3,64,Argentina
1/26/2020,17,3,14,3,48,Argentina
3/29/2020,17,5,10,7,58,Argentina
7/12/2020,17,3,17,6,37,Argentina
8/30/2020,17,14,8,6,42,Argentina
2/14/2021,17,10,26,0,46,Argentina
5/9/2021,17,9,20,6,40,Argentina
9/12/2021,17,7,3,14,65,Argentina
9/26/2021,17,10,17,0,54,Argentina
5/31/2020,17,22,16,22,61,Spain
11/8/2020,17,11,22,9,62,Spain
4/18/2021,17,8,25,15,51,Spain
7/4/2021,17,4,27,19,46,Spain
10/20/2019,17,0,17,0,63,Colombia
10/27/2019,17,4,25,0,46,Colombia
6/28/2020,17,3,7,7,55,Colombia
9/12/2021,17,9,13,9,35,Colombia
11/10/2019,17,5,10,3,24,Italy
11/10/2019,17,5,10,3,24,Italy
2/3/2019,18,25,37,33,43,Indonesia
4/14/2019,18,16,25,38,38,Indonesia
6/16/2019,18,22,37,47,63,Indonesia
8/4/2019,18,25,31,33,54,Indonesia
8/25/2019,18,25,54,46,54,Indonesia
10/27/2019,18,19,42,46,65,Indonesia
3/1/2020,18,27,41,60,60,Indonesia
4/19/2020,18,30,83,75,37,Indonesia
11/15/2020,18,20,46,63,41,Indonesia
5/23/2021,18,21,55,63,48,Indonesia
8/22/2021,18,22,53,44,42,Indonesia
1/27/2019,18,7,39,11,55,Mexico
1/26/2020,18,6,30,8,75,Mexico
2/2/2020,18,2,24,10,65,Mexico
7/12/2020,18,10,30,10,62,Mexico
9/20/2020,18,13,26,11,63,Mexico
3/21/2021,18,7,37,7,51,Mexico
4/28/2019,18,13,15,28,41,Poland
9/29/2019,18,7,18,41,52,Poland
12/29/2019,18,13,29,27,58,Poland
1/12/2020,18,33,41,41,51,Poland
12/20/2020,18,33,28,18,90,Poland
9/19/2021,18,26,39,23,59,Poland
9/26/2021,18,36,21,16,57,Poland
2/24/2019,18,4,21,11,65,Ukraine
4/19/2020,18,12,30,12,51,Ukraine
