week,depression,ocd,anxiety,insomnia,therapy,nation
11/10/2019,13,63,23,42,70,India
11/3/2019,13,59,25,50,71,India
10/27/2019,11,64,21,41,63,India
10/20/2019,11,45,21,29,62,India
10/13/2019,13,55,21,46,68,India
10/6/2019,13,59,21,46,69,India
9/29/2019,12,57,20,41,65,India
9/22/2019,13,53,24,48,72,India
9/15/2019,13,51,25,52,72,India
9/8/2019,14,51,27,39,71,India
9/1/2019,11,50,22,36,67,India
8/25/2019,13,61,22,45,70,India
8/18/2019,12,57,23,48,70,India
8/11/2019,11,48,21,39,65,India
8/4/2019,12,46,21,36,63,India
7/28/2019,11,52,20,45,66,India
7/21/2019,11,48,20,41,70,India
7/14/2019,13,54,22,37,65,India
7/7/2019,11,50,18,39,61,India
6/30/2019,11,41,17,51,59,India
6/23/2019,12,48,19,37,63,India
6/16/2019,10,42,20,40,63,India
6/9/2019,10,40,16,49,59,India
6/2/2019,10,39,17,39,62,India
5/26/2019,14,43,19,47,65,India
5/19/2019,12,41,20,40,56,India
5/12/2019,11,47,19,46,61,India
5/5/2019,11,38,18,59,59,India
4/28/2019,11,43,15,42,59,India
4/21/2019,10,35,18,29,56,India
4/14/2019,10,47,19,35,57,India
4/7/2019,11,50,19,39,55,India
3/31/2019,11,53,20,51,55,India
3/24/2019,12,58,55,43,63,India
3/17/2019,10,54,100,48,63,India
3/10/2019,11,45,75,43,63,India
3/3/2019,12,41,65,38,58,India
2/24/2019,12,51,26,41,59,India
2/17/2019,11,57,21,35,61,India
2/10/2019,11,44,20,38,61,India
2/3/2019,11,54,22,40,60,India
1/27/2019,11,45,21,40,59,India
1/20/2019,11,41,20,35,57,India
1/13/2019,12,57,19,35,59,India
1/6/2019,12,56,23,44,58,India
9/26/2021,43,64,83,64,91,Brazil
9/19/2021,41,59,88,66,95,Brazil
9/12/2021,45,55,86,59,91,Brazil
9/5/2021,40,61,81,70,84,Brazil
8/29/2021,39,74,78,61,88,Brazil
8/22/2021,40,63,83,56,90,Brazil
8/15/2021,40,71,85,72,88,Brazil
8/8/2021,38,68,79,64,83,Brazil
8/1/2021,34,65,85,59,83,Brazil
7/25/2021,32,70,71,59,79,Brazil
7/18/2021,33,62,78,71,82,Brazil
7/11/2021,35,56,85,87,82,Brazil
7/4/2021,34,59,76,70,81,Brazil
6/27/2021,30,71,76,69,79,Brazil
6/20/2021,38,69,88,67,89,Brazil
6/13/2021,36,75,77,68,92,Brazil
6/6/2021,38,77,86,79,86,Brazil
5/30/2021,39,85,91,78,92,Brazil
5/23/2021,39,71,91,79,89,Brazil
5/16/2021,39,69,90,77,88,Brazil
5/9/2021,37,66,87,59,87,Brazil
5/2/2021,34,64,85,58,79,Brazil
4/25/2021,37,77,88,71,88,Brazil
4/18/2021,40,82,98,74,94,Brazil
4/11/2021,36,74,94,68,88,Brazil
4/4/2021,37,66,92,74,90,Brazil
3/28/2021,36,68,91,78,89,Brazil
3/21/2021,39,71,100,71,91,Brazil
3/14/2021,37,64,90,71,89,Brazil
3/7/2021,34,50,90,65,78,Brazil
2/28/2021,36,64,84,64,84,Brazil
2/21/2021,34,69,78,72,83,Brazil
2/14/2021,40,70,84,65,82,Brazil
2/7/2021,35,63,80,61,78,Brazil
1/31/2021,33,77,87,68,74,Brazil
1/24/2021,35,71,86,83,80,Brazil
1/17/2021,37,65,86,69,81,Brazil
1/10/2021,36,74,87,79,78,Brazil
1/3/2021,37,77,86,77,76,Brazil
12/27/2020,35,74,80,68,67,Brazil
12/20/2020,34,74,76,43,62,Brazil
12/13/2020,35,63,88,57,75,Brazil
12/6/2020,38,60,86,61,77,Brazil
11/29/2020,38,63,72,50,83,Brazil
11/22/2020,36,71,76,63,81,Brazil
11/15/2020,34,68,71,52,76,Brazil
11/8/2020,42,54,78,56,89,Brazil
11/1/2020,39,70,74,64,80,Brazil
10/25/2020,37,66,82,53,88,Brazil
10/18/2020,39,87,74,56,91,Brazil
10/11/2020,40,51,70,55,86,Brazil
10/4/2020,39,60,71,62,86,Brazil
9/27/2020,42,63,76,84,85,Brazil
9/20/2020,41,70,80,63,87,Brazil
9/13/2020,45,82,78,68,88,Brazil
9/6/2020,43,60,77,65,83,Brazil
8/30/2020,50,77,78,62,83,Brazil
8/23/2020,35,88,78,65,83,Brazil
8/16/2020,33,47,70,71,80,Brazil
8/9/2020,37,81,74,78,81,Brazil
8/2/2020,32,66,73,78,78,Brazil
7/26/2020,35,80,76,79,80,Brazil
7/19/2020,37,77,80,83,77,Brazil
7/12/2020,35,64,80,73,86,Brazil
7/5/2020,34,80,78,55,88,Brazil
6/28/2020,36,90,77,87,81,Brazil
6/21/2020,37,73,84,91,85,Brazil
6/14/2020,35,68,81,91,90,Brazil
6/7/2020,38,85,84,86,80,Brazil
5/31/2020,35,75,77,80,86,Brazil
5/24/2020,33,93,82,79,88,Brazil
5/17/2020,32,81,81,87,85,Brazil
5/10/2020,34,89,79,79,83,Brazil
5/3/2020,33,66,79,79,82,Brazil
4/26/2020,35,87,83,95,84,Brazil
4/19/2020,32,71,78,93,84,Brazil
4/12/2020,32,82,74,89,79,Brazil
4/5/2020,32,56,78,100,73,Brazil
3/29/2020,35,69,83,96,75,Brazil
3/22/2020,33,62,81,76,81,Brazil
3/15/2020,34,64,66,51,90,Brazil
3/8/2020,46,81,69,51,96,Brazil
3/1/2020,46,50,71,71,90,Brazil
2/23/2020,44,66,68,76,84,Brazil
2/16/2020,42,67,67,61,84,Brazil
2/9/2020,43,59,70,58,83,Brazil
2/2/2020,38,62,71,66,81,Brazil
1/26/2020,40,61,73,83,84,Brazil
1/19/2020,46,59,69,74,85,Brazil
1/12/2020,41,66,67,87,83,Brazil
1/5/2020,39,57,67,71,80,Brazil
12/29/2019,38,60,57,67,69,Brazil
12/22/2019,39,67,62,48,67,Brazil
12/15/2019,40,60,60,50,74,Brazil
12/8/2019,41,74,58,57,78,Brazil
12/1/2019,41,82,61,52,83,Brazil
11/24/2019,41,72,57,49,81,Brazil
11/17/2019,49,70,64,62,90,Brazil
11/10/2019,53,73,65,47,88,Brazil
11/3/2019,60,82,69,48,91,Brazil
10/27/2019,58,61,69,59,91,Brazil
10/20/2019,58,65,71,59,93,Brazil
10/13/2019,54,86,63,47,94,Brazil
10/6/2019,56,69,61,58,89,Brazil
9/29/2019,65,68,62,59,92,Brazil
9/22/2019,68,70,66,58,95,Brazil
9/15/2019,68,67,70,62,100,Brazil
9/8/2019,79,71,66,69,95,Brazil
9/1/2019,70,64,66,80,89,Brazil
8/25/2019,62,61,62,72,91,Brazil
8/18/2019,63,46,66,57,91,Brazil
8/11/2019,64,66,61,49,84,Brazil
8/4/2019,65,67,64,71,84,Brazil
7/28/2019,47,78,62,55,77,Brazil
7/21/2019,50,56,63,67,78,Brazil
7/14/2019,55,62,61,51,83,Brazil
7/7/2019,44,76,54,56,80,Brazil
6/30/2019,46,73,57,60,83,Brazil
6/23/2019,49,78,62,67,88,Brazil
6/16/2019,51,67,62,58,88,Brazil
6/9/2019,46,68,55,62,89,Brazil
6/2/2019,49,63,59,52,98,Brazil
5/26/2019,59,79,66,61,99,Brazil
5/19/2019,58,62,61,55,97,Brazil
5/12/2019,59,89,57,61,95,Brazil
5/5/2019,62,71,64,59,93,Brazil
4/28/2019,69,87,63,66,87,Brazil
4/21/2019,100,100,65,67,90,Brazil
4/14/2019,64,77,60,79,84,Brazil
4/7/2019,44,61,60,72,86,Brazil
3/31/2019,43,60,53,50,86,Brazil
3/24/2019,45,36,56,54,37,Brazil
3/17/2019,44,33,58,57,37,Brazil
3/10/2019,45,28,58,56,31,Brazil
3/3/2019,42,28,46,54,30,Brazil
2/24/2019,41,18,47,60,32,Brazil
2/17/2019,43,33,58,50,34,Brazil
2/10/2019,38,32,53,77,36,Brazil
2/3/2019,37,24,49,64,30,Brazil
1/27/2019,41,28,50,67,36,Brazil
1/20/2019,40,53,54,58,80,Brazil
1/13/2019,38,58,51,77,77,Brazil
1/6/2019,42,52,50,72,76,Brazil
